,SNo.,company,amount
0,1,Aquapharm Chemicals Private Limited,"2,696,000.00"
1,2,Century Enka Limited,"2,000,000.00"
2,3,J M Mhatre Infra Private Limited,"1,800,000.00"
3,4,Ruchi Soya Industries Limited,"1,219,000.00"
4,5,Apcotex Industries Limited,"943,000.00"
5,6,Excel Industries Limited,"713,000.00"
6,7,Camlin Fine Sciences Limited,"500,000.00"
7,8,Rashtriya Chemicals And Fertilizers Limited,"414,000.00"
8,9,Tata Housing Development Company Limited,"400,000.00"
9,10,Akzo Nobel India Limited,"400,000.00"
10,11,Garware Wall Ropes Limited,"400,000.00"
11,12,Cht (India) Private Limited,"300,000.00"
12,13,Gumpro Drilling Fluids Private Limited,"249,057.00"
13,14,Positive Packaging Industries Limited,"44,660.00"
14,15,Navi Mumbai Sez Private Limited,14.80
