,SNo.,company,amount
0,1,Jsw Energy Limited,"7,700,000.00"
1,2,Jsw Infrastructure Limited,"3,650,000.00"
2,3,Jaigad Powertransco Limited,"3,570,341.00"
3,4,Jsw Power Trading Company Limited,"2,600,000.00"
4,5,Gadre Marine Export Pvt Ltd,"1,250,327.99"
5,6,Supriya Lifescience Limited,"1,000,000.00"
6,7,Gulf Oil Lubricants India Limited,"1,000,000.00"
7,8,Alicon Castalloy Limited,"880,000.00"
8,9,Excel Industries Limited,"657,000.00"
9,10,Garware Wall Ropes Limited,"400,000.00"
10,11,Hindustan Colas Private Limited,"149,100.00"
11,12,Praj Industries Limited,"125,000.00"
12,13,Stci Finance Limited,"100,000.00"
