,SNo.,company,amount
0,1,India Index Services And Products Limited,"1,166,625.00"
1,2,National Stock Exchange Of India Ltd.,"900,000.00"
2,3,Dotex International Limited,"19,638.94"
3,4,Nseit Limited,"15,407.47"
