,SNo.,company,amount
0,1,Laxmi Civil Enginnering Services Private Limited,"4,600,000.00"
1,2,Ifm Electronic India Private Limited,"1,899,884.00"
2,3,Menon Bearings Limited,"1,765,000.00"
3,4,Shri Gurudatt Sugars Limited,"1,309,300.00"
4,5,Indoco Remedies Limited,"1,206,474.00"
5,6,Ghatge Patil Industries Limited,"1,197,107.00"
6,7,Menon Pistons Limited,"1,000,000.00"
7,8,Mahalakshmi Infraprojects Limited,"1,000,000.00"
8,9,Indusind Bank Ltd.,"950,000.00"
9,10,Hindustan Colas Private Limited,"739,302.00"
10,11,Indo Count Industries Limited,"627,314.00"
11,12,Pudhari Publications Private Limited,"500,000.00"
