,SNo.,company,amount
0,1,Haldex India Private Limited,"26,150,000.00"
1,2,Neon Laboratories Limited,"20,000,000.00"
2,3,Bosch Limited,"19,430,000.00"
3,4,Tata Housing Development Company Limited,"11,400,000.00"
4,5,Lord India Private Limited,"5,425,000.54"
5,6,C.T.R. Manufacturing Industries Limited,"3,779,000.00"
6,7,Mahindra Intertrade Limited,"3,586,489.00"
7,8,India Ratings And Research Private Limited,"3,250,000.00"
8,9,Mss India Private Limited,"2,598,461.00"
9,10,Gabriel India Limited,"2,120,000.00"
10,11,Fdc Limited,"1,595,000.00"
11,12,Reliance Industries Limited,"1,100,000.00"
12,13,Peninsula Land Limited,"1,100,000.00"
13,14,Epc Industrie Limited,"1,099,980.00"
14,15,Shweta Infrastructure And Housing (India) Private Limited,"1,083,048.00"
15,16,Camlin Fine Sciences Limited,"1,000,000.00"
16,17,Alicon Castalloy Limited,"614,000.00"
17,18,Anand Automotive Private Limited,"415,355.00"
18,19,Abbott India Limited,"375,000.00"
19,20,Kotak Mahindra Bank Limited,"358,000.00"
20,21,Thakur Savadekar And Company Private Limited,"100,000.00"
21,22,Mungi Engineers Private Limited,"80,000.00"
22,23,Mahindra Cie Automotive Limited,"10,000.00"
23,24,Lucy Electric India Private Limited,0.00
24,25,Spicer India Private Limited,0.00
