,SNo.,company,amount
0,1,Ajeet Seeds Private Limited,"40,200,000.00"
1,2,Credit Suisse Finance (India) Private Limited,"10,000,000.00"
2,3,Dow Agrosciences India Private Limited,"8,969,740.00"
3,4,Balkrishna Industries Limited,"7,500,000.00"
4,5,Bhageria Industries Limited,"4,500,000.00"
5,6,Mercedes-Benz India Private Limited,"4,340,000.00"
6,7,Infrastructure Leasing And Financial Services Limited,"3,572,144.00"
7,8,Credit Suisse Services (India) Private Limited,"3,231,580.00"
8,9,Marathwada Auto Compo Private Limited,"2,500,000.00"
9,10,Umasons Auto Compo Private Limited,"2,500,000.00"
10,11,Wapcos Limited,"2,441,120.00"
11,12,Sanjeev Auto Parts Manufacturers Private Limited,"2,065,226.00"
12,13,Syncom Formulations (India) Limited,"2,000,000.00"
13,14,Sterlite Technologies Limited,"1,969,000.00"
14,15,Nirmal Seeds Private Limited,"1,693,689.00"
15,16,Polydrug Laboratories Private Limited,"1,625,000.00"
16,17,Endurance Technologies Private Limited (Cn),"1,600,000.00"
17,18,Tata Capital Financial Services Limited,"1,118,000.00"
18,19,Chirag Assocaites Private Limited,"714,000.00"
19,20,Bajaj Auto Limited.,"500,000.00"
20,21,Nrb Bearings Limited (Full Fledged Public Co),"500,000.00"
21,22,Omr Bagla Automotive Systems India Limited,"300,000.00"
22,23,Shreehari Associates Private Limited,0.00
23,24,Varroc Polymers Private Limited,0.00
24,25,Durovalves India Private Limited,0.00
