,SNo.,company,amount
0,1,Jsw Steel Limited,"73,600,000.00"
1,2,Tata Housing Development Company Limited,"5,600,000.00"
2,3,Rotex Manufacturers And Engineers Private Limited,"5,400,000.00"
3,4,Eros International Media Limited,"5,000,000.00"
4,5,Reliance Infrastructure Limited,"3,500,000.00"
5,6,Indiabulls Housing Finance Limited,"3,176,579.00"
6,7,India Infoline Finance Limited,"3,100,000.00"
7,8,Credit Information Bureau (India) Limited,"2,981,000.00"
8,9,Unichem Laboratories Limited,"2,375,000.00"
9,10,Navin Fluorine International Limited,"2,000,000.00"
10,11,Western Outdoor Interactive Private Limited,"2,000,000.00"
11,12,Camlin Fine Sciences Limited,"2,000,000.00"
12,13,Zuventus Healthcare Limited,"1,844,508.00"
13,14,Garware Polyester Limited,"1,821,000.00"
14,15,Mahindra Logistics Limited,"1,521,000.00"
15,16,Poddar Tyres Limited,"1,500,000.00"
16,17,Milan Laboratories (India) Private Limited,"1,400,000.00"
17,18,Kalpataru Power Transmission Limited,"1,100,000.00"
18,19,Kotak Mahindra Investments Limited,"922,000.00"
19,20,India Index Services And Products Limited,"893,750.00"
20,21,Ashida Electronics Private Limited,"705,504.00"
21,22,National Stock Exchange Of India Ltd.,"700,000.00"
22,23,Peninsula Land Limited,"700,000.00"
23,24,Stock Holding Corporation Of India Limited,"700,000.00"
24,25,Tata Motors Finance Limited,"700,000.00"
25,26,J M Mhatre Infra Private Limited,"700,000.00"
26,27,Tata Motors Insurance Broking And Advisory Services Limited,"696,117.00"
27,28,Nuclear Power Corporation Of India Limited,"591,710.00"
28,29,Regency Nirman Limited,"550,000.00"
29,30,Viswaat Chemicals Limited,"500,000.00"
30,31,Shoft Shipyard Private Limited,"424,000.00"
31,32,Sharda Cropchem Limited,"400,000.00"
32,33,Ador Welding Limited,"349,000.00"
33,34,Dai-Ichi Karkaria Limited,"318,000.00"
34,35,Advanced Enzyme Technologies Limited,"300,000.00"
35,36,Xilinx India Technology Services Private Limited,"296,971.00"
36,37,Excel Industries Limited,"257,000.00"
37,38,Praj Industries Limited,"240,000.00"
38,39,Nirmal Bang Securities Private Limited,"220,000.00"
39,40,Semikron Electronics Private Limited,"200,000.00"
40,41,Prime Property Development Corporation Limited,"188,252.00"
41,42,Connectwell Industries Private Limited,"164,000.00"
42,43,Vakrangee Limited,"125,000.00"
43,44,Tata Capital Financial Services Limited,"113,000.00"
44,45,Sharekhan Commodities Private Limited,"106,486.00"
45,46,Tropical Clothing Company Private Limited,"100,000.00"
46,47,Hardcastle Petrofer Private Limited,"100,000.00"
47,48,Astec Lifesciences Limited,"41,000.00"
48,49,Agility Logistics Private Limited,"16,000.00"
49,50,Nseit Limited,"11,803.64"
50,51,Tmf Holdings Limited,"9,177.00"
51,52,Ankit Gems Private Limited,"5,000.00"
52,53,Emco Limited,"2,000.00"
53,54,Power Grid Corporation Of India Limited,0.00
54,55,V I P Industries Limited,0.00
55,56,New Consolidated Construction Company Limited,0.00
56,57,Cbc Corporation (India) Private Limited,0.00
57,58,Jupiter Life Line Hospitals Limited,0.00
