,SNo.,company,amount
0,1,Bharti Airtel Limited,"102,600,000.00"
1,2,Bharti Infratel Limited,"100,000,000.00"
2,3,Oswal Greentech Limited,"25,600,000.00"
3,4,Hero Cycles Limited,"25,110,000.00"
4,5,Nahar Spinning Mills Ltd,"12,040,000.00"
5,6,Aarti Steels Limited,"6,488,688.00"
6,7,Nahar Capital And Financial Services Limited,"4,767,000.00"
7,8,Ralson (India) Limited,"3,580,044.30"
8,9,Trident Limited,"3,200,000.00"
9,10,Avon Ispat & Power Limited,"3,100,000.00"
10,11,Centex International Private Limited,"3,045,481.00"
11,12,Vardhman Textiles Limited,"2,576,000.00"
12,13,Oswal Woollen Mills Ltd,"2,026,627.25"
13,14,Aarti International Limited,"1,705,801.00"
14,15,Vardhman Yarns And Threads Limited,"1,399,000.00"
15,16,Kay Jay Forgings Private Limited,"1,213,316.00"
16,17,Monte Carlo Fashions Limited,"1,159,488.00"
17,18,Fortune Metals Limited,"780,792.00"
18,19,Trbex Impex Private Limited,"710,000.00"
19,20,Munjal Showa Limited,"580,647.00"
20,21,Highway Industries Limited,"572,000.00"
21,22,Ludhiana Beverages Private Limited,"526,000.00"
22,23,Ireo Waterfront Private Limited,"503,757.00"
23,24,Vardhman Holdings Limited,"500,000.00"
24,25,Vmt Spinning Company Limited,"500,000.00"
25,26,Sharman Spinning Mills Private Limited,"489,799.00"
26,27,Kaur Sain Spinners Limited,"420,500.00"
27,28,Hero Ecotech Limited,"378,945.00"
28,29,Avon Steel Industries Private Limited,"355,000.00"
29,30,Fmi Limited,"300,000.00"
30,31,Ganga Acrowools Ltd,"281,622.00"
31,32,God Gift Properties Private Limited,"250,000.00"
32,33,Shingora Textiles Limited,"175,504.00"
33,34,Versatile Enterprises Pvt Ltd,"127,000.00"
34,35,A P Refinery Private Limited,"100,000.00"
35,36,Kangaro Industries Limited,"70,000.00"
36,37,Sukhjit Starch And Chemicals Ltd,"50,000.00"
37,38,Duke Fashions (India) Limited,34.00
38,39,Sportking India Limited,0.00
39,40,United Breweries Limited,0.00
40,41,Nahar Poly Films Limited,0.00
41,42,Sobhagia Sales Private Limited,0.00
42,43,Nexo Industries Private Limited,0.00
43,44,Leeford Healthcare Limited,0.00
44,45,Oswal Agro Mills Limited,0.00
45,46,Jain Amar Clothing Private Limited,0.00
