,SNo.,company,amount
0,1,International Tractors Limited,"21,353,000.00"
1,2,Kuantum Papers Limited,"6,395,000.00"
2,3,Vardhman Yarns And Threads Limited,"3,273,000.00"
3,4,Ifci Limited,"1,116,000.00"
4,5,A B Sugars Limited,"889,000.00"
