,SNo.,company,amount
0,1,Power Grid Corporation Of India Limited,"12,500,000.00"
1,2,Binaguri Tea Co Pvt Ltd,"1,500,000.00"
2,3,Grasim Bhiwani Textiles Limited,"1,135,000.00"
3,4,Wapcos Limited,"845,000.00"
