,SNo.,company,amount
0,1,Nanu Estates Private Limited,"9,002,936.00"
1,2,Automobile Corporation Of Goa Limited,"4,900,000.00"
2,3,Edc Limited,"4,500,000.00"
3,4,India Infoline Housing Finance Limited,"3,000,000.00"
4,5,Sesa Mining Corporation Limited,"1,100,000.00"
5,6,Sesa Resources Limited,"800,000.00"
6,7,De Nora India Limited,"704,439.00"
7,8,Emco Goa Private Limited,"293,000.00"
8,9,Crest Ventures Limited,"200,000.00"
9,10,Alcon Resort Holdings Private Limited,"8,000.00"
10,11,Konkan Railway Corporation Limited,0.00
