,SNo.,company,amount
0,1,Power Grid Corporation Of India Limited,"34,220,000.00"
1,2,Sai Regency Power Corporation Private Limited,"20,000,000.00"
2,3,Nuvoco Vistas Corporation Limited,"17,500,000.00"
3,4,Godawari Power And Ispat Limited,"15,887,000.00"
4,5,Container Corporation Of India Limited,"10,918,000.00"
5,6,Shri Bajrang Power And Ispat Limited,"7,426,722.00"
6,7,Ksk Mineral Resources Private Limited,"5,000,000.00"
7,8,Real Ispat And Power Limited,"3,100,000.00"
8,9,Vimla Infrastructure (India) Private Limited,"3,000,000.00"
9,10,Jayaswal Neco Industries Limited,"2,330,000.00"
10,11,Bharat Aluminium Co Ltd,"2,300,000.00"
11,12,Vast Integrated Services Limited,"1,800,000.00"
12,13,Hira Power And Steels Limited,"1,500,000.00"
13,14,Shivalay Ispat And Power Private Limited,"1,200,000.00"
14,15,Brightcareer Consultancy Services Private Limited,"1,200,000.00"
15,16,Sarda Energy & Minerals Limited,"791,000.00"
16,17,A P I Ispat And Powertech Privatelimited,"700,000.00"
17,18,Avinash Developers Private Limited,"400,000.00"
18,19,Raipur Coal Feeder Private Limited,"300,000.00"
19,20,Sumeet Gems And Jewellers Private Limited,"300,000.00"
20,21,Ador Welding Limited,"295,000.00"
21,22,Prakash Industries Limited,"225,000.00"
22,23,Doosan Power Systems India Private Limited,"60,000.00"
23,24,Chhatisgarh Investments Limited,0.00
24,25,Jade Blue Lifestyle India Limited,0.00
25,26,Shri Ashutosh Structures Private Limited,0.00
26,27,Khyati Ispat Private Limited,0.00
