,CIN,name_x,name_y
0,L01132AS1977PLC001706,WARREN TEA LIMITED,Warren Tea Limited
1,L01132WB1900PLC000292,JOONKTOLLEE TEA AND INDUSTRIES LIMITED,Joonktollee Tea & Industries Ltd.
2,L01132WB1918PLC003029,NAGA DHUNSERI GROUP LTD.,Naga Dhunseri Group Ltd.
3,L01409WB1982PLC034590,IFB AGRO INDUSTRIES LTD.,Ifb Agro Industries Ltd.
4,L02411KA1988PLC009465,VIVIMED LABS LIMITED,Bs & B Safety Systems (India) Limited
5,L02411KA1988PLC009465,VIVIMED LABS LIMITED,Vivimed Labs Limited
6,L03210TZ1985PLC001535,SALZER ELECTRONICS LIMITED,Salzer Electronics Limited
7,L14101KA1989PLC062041,PACIFIC INDUSTRIES LIMITED,Pacific Industries Limited
8,L14101MH1945PLC256122,ASSOCIATED STONE INDUSTRIES (KOTAH) LIMITED,Associated Stone Industries (Kotah) Limited
9,L14101UP1977PLC021546,ORIENT BELL LIMITED,Orient Bell Limited
10,L14102TG1991PLC013299,POKARNA LIMITED,Pokarna Limited
11,L15142GJ1992PLC018745,GOKUL REFOILS AND SOLVENT LIMITED,Gokul Refoils And Solvent Limited
12,L15142TN1986PLC012780,AVT NATURAL PRODUCTS LIMITED,Avt Natural Products Limited
13,L15142WB1974PLC029184,MINT INVESTMENTS LTD,Mint Investments Ltd
14,L15209TG1992PLC014332,HERITAGE FOODS LIMITED,Heritage Foods Limited
15,L15311DL1993PLC052624,DFM FOODS LIMITED,Dfm Foods Limited
16,L15314TN1961PLC004674,KLRF LIMITED,Klrf Limited
17,L15422TN1996PLC037200,PONNI SUGARS (ERODE) LIMITED,Ponni Sugars (Erode) Limited
18,L15491WB1945PLC012771,JAY SHREE TEA AND INDUSTRIES LIMITED,Jay Shree Tea And Industries Limited
19,L15491WB1997PLC082808,DHUNSERI INVESTMENTS LIMITED,Dhunseri Investments Limited
20,L15494RJ1992PLC016617,AJANTA SOYA LIMITED (TRANSFER FROM DELHI TO RAJASTHAN),Ajanta Soya Limited (Transfer From Delhi  To Rajasthan)
21,L17111GJ1979PLC003463,GARDEN SILK MILLS LIMITED,Garden Silk Mills Limited
22,L17111GJ2003PLC043354,CIL NOVA PETROCHEMICALS LIMITED,Cil Nova Petrochemicals Limited
23,L17111HP1982PLC016465,DEEPAK SPINNERS LTD,Deepak Spinners Ltd
24,L17111PB1962PLC002463,VARDHMAN HOLDINGS LIMITED,Vardhman Holdings Limited
25,L17111RJ1992PLC006987,NITIN SPINNERS LIMITED,Nitin Spinners Limited
26,L17111TN1946PLC003270,VTM LIMITED,Vtm Limited
27,L17111TZ1973PLC000675,SAMBANDAM SPINNING MILLS LIMITED,Sambandam Spinning Mills Limited
28,L17111TZ1981PLC001109,SUPER SALES INDIA LIMITED,Super Sales India Limited
29,L17115HP1980PLC005647,WINSOME TEXTILE INDUSTRIES LIMITED,Winsome Textile Industries Limited
30,L17115PB1988PLC008820,NAHAR POLY FILMS LIMITED,Nahar Poly Films Limited
31,L17118RJ1984PLC003173,SANGAM (INDIA) LIMITED,Sangam (India) Limited
32,L17119GJ1945PLC000214,SURAT TEXTILE MILLS LIMITED,Surat Textile Mills Limited
33,L17119GJ1992PLC018073,BETEX INDIA LIMITED (CO TR FROM MAHA ),Betex India Limited (Co Tr From Maha )
34,L17120AP1962PLC000923,SURYA LAKSHMI COTTON MILLS LTD,Surya Lakshmi Cotton Mills Ltd
35,L17120DN1994PLC000387,EMMBI INDUSTRIES LIMITED,Emmbi Industries Limited
36,L17120MH1933PLC002031,MODERN INDIA LIMITED,Modern India Limited
37,L17122DL1989PLC035050,SPORTKING INDIA LIMITED,Sportking India Limited
38,L17239GJ1985PLC007829,SHRI JAGDAMBA POLYMERS LIMITED,Shri Jagdamba Polymers Limited
39,L17299WB1993PLC058969,DOLLAR INDUSTRIES LIMITED,Dollar Industries Limited
40,L17301RJ1934PLC002761,SIL INVESTMENTS LIMITED,Sil Investments Limited
41,L17309WB1995PLC073053,LUX INDUSTRIES LIMITED,Lux Industries Limited
42,L18101DL1978PLC009241,T T LIMITED,T T Limited
43,L18101RJ1992PLC006952,MAYUR UNIQUOTERS LIMITED,Mayur Uniquoters Limited
44,L18101WB1989PLC046387,NAGREEKA EXPORTS LIMITED,Nagreeka Exports Ltd.
45,L18209TG1985PLC005581,SANGHI INDUSTRIES LIMITED,Sanghi Industries Limited
46,L20103WB1980PLC032872,GPT INFRAPROJECTS LIMITED,Gpt Infraprojects Limited
47,L21010MH1992PLC069527,METROGLOBAL LIMITED,Metroglobal Limited
48,L21011OR1936PLC000117,ORIENT PAPER AND INDUSTRIES LTD.,Orient Paper And Industries Ltd.
49,L21012MH1964PLC013058,PUDUMJEE PULP AND PAPER MILLS LIMITED,Pudumjee Pulp And Paper Mills Limited
50,L21012PB1997PLC035243,KUANTUM PAPERS LIMITED,Kuantum Papers Limited
51,L21015RJ1973PLC015819,APM INDUSTRIES LIMITED,Apm Industries Limited
52,L21019WB1981PLC034161,EMAMI PAPER MILLS LIMITED,Emami Paper Mills Limited
53,L21098UP2012PLC048300,GENUS PAPER & BOARDS LIMITED,Genus Paper & Boards Limited
54,L21300WB1973PLC028854,INTERNATIONAL CONVEYORS LTD.,International Conveyors Ltd.
55,L22122TN1970PLC005795,MPS LIMITED,Mps Limited
56,L22213WB1946PLC014346,SAREGAMA INDIA LIMITED,Saregama India Limited
57,L22219MH1987PLC042083,ORIENT PRESS LIMITED,Orient Press Limited
58,L22219MH1991PLC059800,CONTROL PRINT LIMITED,Control Print Limited
59,L23109GA1967PLC000076,GOA CARBON LIMITED,Goa Carbon Limited
60,L23201MH1983PLC030372,GP PETROLEUMS LIMITED,Gp Petroleums Limited
61,L23205GJ1965PLC001343,TRANSPEK INDUSTRY LIMITED,Transpek Industry Limited
62,L24100MH1960PLC011681,DAI-ICHI KARKARIA LIMITED,Dai-Ichi Karkaria Limited
63,L24100MH1972PLC016149,THIRUMALAI CHEMICALS LIMITED,Thirumalai Chemicals Limited
64,L24100MH1985PLC036547,BHARAT AGRI FERT & REALTY LIMITED,Bharat Agri Fert & Realty Limited
65,L24110AP1981PLC003077,SREE RAYALASEEMA ALKALIES AND ALLIED CHEMICALS LTD,Sree Rayalaseema Alkalies And Allied Chemicals Ltd
66,L24110AP2005PLC045726,SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,Sree Rayalaseema Hi-Strength Hypo Limited
67,L24110GJ1969PLC001590,THEMIS MEDICARE LIMITED,Themis Medicare Limited
68,L24110GJ1989PLC012441,AKSHARCHEM (INDIA ) LIMITED,Aksharchem (India ) Limited
69,L24110MH1973PLC016247,UNIVERSAL STARCH CHEM ALLIED LIMITED,Universal Starch Chem Allied Limited
70,L24110MH1998PLC115499,NAVIN FLUORINE INTERNATIONAL LIMITED,Navin Fluorine International Limited
71,L24110TG1990PLC011977,VIMTA LABS LIMITED,Vimta Labs Limited
72,L24111AS1994PLC004051,PREMIER CRYOGENICS LIMITED,Premier Cryogenics Limited
73,L24111MP1961PLC016023,NARMADA GELATINES LIMITED,Narmada Gelatines Limited
74,L24111UR1985PLC015063,ESTER INDUSTRIES LIMITED,Ester Industries Limited
75,L24114MH1985PLC035564,JAYSYNTH DYESTUFF (INDIA) LIMITED,Jaysynth Dyestuff (India) Limited
76,L24116MH1989PLC052224,VINATI ORGANICS LIMITED,Vinati Organics Limited
77,L24117RJ1980PLC001999,K G PETRO CHEM LTD,K G Petro Chem Ltd
78,L24117RJ1991PLC006307,PODDAR PIGMENTS LIMITED,Poddar Pigments Limited
79,L24131WB1948PLC095302,PILANI INVESTMENT AND INDUSTRIES CORPORATION LIMITED,Pilani Investment And Industries Corporation Limited
80,L24132MH1988PLC049387,BALAJI AMINES LIMITED,Balaji Amines Limited
81,L24200MH1960PLC011807,EXCEL INDUSTRIES LIMITED,Excel Industries Limited
82,L24219DL1985PLC020126,DHANUKA AGRITECH LIMITED,Dhanuka Agritech Limited
83,L24224MH1960PLC011856,ULTRAMARINE AND PIGMENTS LIMITED,Ultramarine & Pigments Limited
84,L24231CH1975PLC003603,PUNJAB CHEMICALS AND CROP PROTECTION LIMITED,Punjab Chemicals And Crop Protection Limited
85,L24231GJ1998PLC034094,KIRI INDUSTRIES LIMITED,Kiri Industries Limited
86,L24231TN1936PLC000017,AMRUTANJAN HEALTH CARE LIMITED,Amrutanjan Health Care Limited
87,L24231UP1980PLC004910,SUPERHOUSE LIMITED,Superhouse Limited
88,L24232MH2007PLC169354,RPG LIFE SCIENCES LIMITED,Rpg Life Sciences Limited
89,L24239WB1919PLC136397,ZANDU REALTY LIMITED,Zandu Realty Limited
90,L24294TN1986PLC013087,MANALI PETROCHEMICALS LIMITED,Manali Petrochemicals Limited
91,L24297TN1983PLC072409,CHEMFAB ALKALIS LIMITED,Chemfab Alkalis Limited
92,L24302DL1973PLC189662,SUNIL HEALTHCARE LIMITED,Sunil Healthcare Limited
93,L24302RJ1970PLC002266,BSL LIMITED,Bsl Ltd
94,L24302RJ1976PLC001684,BANSWARA SYNTEX LTD,Banswara Syntex Ltd
95,L25119TZ2006PLC013144,ELGI RUBBER COMPANY LIMITED,Elgi Rubber Company Limited
96,L25191GJ1974PLC002555,GRP LIMITED,Grp Limited
97,L25199TN1966PLC005397,MIL INDUSTRIES LIMITED,Mil Industries Limited
98,L25200GJ1973PLC002436,STYROLUTION ABS (INDIA) LIMITED,Ineos Styrolution India Limited
99,L25200MH1968PLC013914,V I P INDUSTRIES LIMITED,V I P Industries Limited
100,L25206MP1990PLC005732,KRITI INDUSTRIES (INDIA)LIMITED,Kriti Industries (India)Limited
101,L25209UP1971PLC003444,KANPUR PLASTIPACK LIMITED,Kanpur Plastipack Limited
102,L26101WB1987PLC042512,LA OPALA R G LIMITED,La Opala R G Limited
103,L26914MH1987PLC042283,ACRYSIL LIMITED,Acrysil Limited
104,L26942TG1979PLC002500,DECCAN CEMENTS LTD,Deccan Cements Ltd
105,L27100GJ1986PLC009212,RAJOO ENGINEERS LIMITED,Rajoo Engineers Limited
106,L27100GJ1993PLC020552,SHILP GRAVURES LIMITED,Shilp Gravures Limited
107,L27100MH1961PLC011936,BAJAJ STEEL INDUSTRIES LIMITED,Bajaj Steel Industries Limited
108,L27100MH1984PLC032637,BHANSALI ENGG POLYMERS LTD,Bhansali Engg Polymers Ltd
109,L27100MH1985PLC140379,NATIONAL STEEL AND AGRO INDUSTRIES LIMITED,National Steel And Agro Industries Limited
110,L27101OR1984PLC001354,BALASORE ALLOYS LIMITED,Balasore Alloys Limited
111,L27101PN1991PLC063223,KIRLOSKAR FERROUS INDUSTRIES LTD,Kirloskar Ferrous Industries Ltd
112,L27101WB1995PLC071996,IMPEX FERRO TECH LIMITED,Impex Ferro Tech Ltd
113,L27104MH1973PLC016350,KALYANI STEELS LIMITED,Kalyani Steels Ltd
114,L27106MP1988PLC004778,RAJRATAN GLOBAL WIRE LIMITED,Rajratan Global Wire Limited
115,L27107PB1985PLC006159,STEEL STRIPS WHEELS LTD,Steel Strips Wheels Ltd
116,L27109AP1975PLC001919,PENNAR INDUSTRIES LIMITED,Pennar Industries Limited
117,L27109UP1963PLC002931,PTC INDUSTRIES LIMITED,Ptc Industries Limited
118,L27205MH2007PLC172598,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,Tribhovandas Bhimji Zaveri Limited
119,L27209TN1996PLC035293,HARITA SEATING SYSTEMS LIMITED,Harita Seating Systems Limited
120,L27320MH1980PLC067459,SIMPLEX CASTINGS LIMITED,Simplex Castings Limited
121,L28113DL2010PLC210819,ORIENT REFRACTORIES LIMITED,Orient Refractories Limited
122,L28122DL1983PLC017141,AMD INDUSTRIES LIMITED,Amd Industries Limited
123,L28900MH1982PLC028535,KABRA EXTRUSION TECHNIK LIMITED,Kabra Extrusion Technik Ltd
124,L28910MH1979PLC020959,KALYANI FORGE LIMITED,Kalyani Forge Limited
125,L28999GJ1992PLC018570,GUJARAT FOILS LIMITED,Gujarat Foils Limited
126,L29112PN1978PLC088972,KIRLOSKAR INDUSTRIES LIMITED,Kirloskar Industries Limited
127,L29119TG1973PLC001670,VELJAN DENISON LIMITED,Veljan Denison Limited
128,L29120GJ1990PLC014293,MAZDA LIMITED,Mazda Limited
129,L29120MH2005PLC156795,CAPITAL FIRST LIMITED,Capital First Limited
130,L29120PN1974PLC110307,KIRLOSKAR PNEUMATIC COMPANY LIMITED,Kirloskar Pneumatic Company Limited
131,L29130DL1987PLC027342,JAY BHARAT MARUTI LIMITED,Jay Bharat Maruti Limited
132,L29130MH1961PLC011980,SKF INDIA LIMITED,Skf India Limited
133,L29130MH1961PLC012028,ABC BEARINGS LIMITED,Abc Bearings Limited
134,L29130MH1965PLC013251,NRB BEARINGS LIMITED (FULL FLEDGED PUBLIC CO),Nrb Bearings Limited (Full Fledged Public Co)
135,L29130PN1981PLC023734,Z F STEERING GEAR (INDIA) LIMITED,Z F Steering Gear (India) Limited
136,L29130PN1991PLC062352,MENON BEARINGS LIMITED,Menon Bearings Limited
137,L29130TZ1972PLC000649,SHANTHI GEARS LIMITED,Shanthi Gears Limited
138,L29199GJ1962PLC001171,GMM PFAUDLER LIMITED,Gmm Pfaudler Limited
139,L29199HR1956PLC033107,TALBROS AUTOMOTIVE COMPONENTS LIMITED,Talbros Automotive Components Limited
140,L29219WB1985PLC055352,SREI INFRASTRUCTURE FINANCE LIMITED,Srei Infrastructure Finance Limited
141,L29253TG1983PLC004141,PITTI LAMINATIONS LIMITED,Pitti Laminations Limited
142,L29299TN1987PLC058738,ESAB INDIA LIMITED,Esab India Limited
143,L30007KA1992PLC025294,MPHASIS LIMITED,Mphasis Limited
144,L30103HR1983PLC026142,OMAX AUTOS LIMITED,Omax Autos Limited
145,L31100GJ1967PLC001437,VOLTAMP TRANSFORMERS LIMITED,Voltamp Transformers Limited
146,L31103TZ1990PLC002836,MAGNA ELECTRO CASTINGS LIMITED,Magna Electro Castings Limited
147,L31200TZ1981PLC001124,LAKSHMI ELECTRICAL CONTROL SYSTEMS LIMITED,Lakshmi Electrical Control Systems Limited
148,L31300DL1959PLC003141,HINDUSTHAN URBAN INFRASTRUCTURE LIMITED,Hindusthan Urban Infrastructure Limited
149,L31300MP1983PLC002134,VINDHYA TELELINKS LIMITED,Vindhya Telelinks Limited
150,L31400GJ1972PLC002091,PANASONIC ENERGY INDIA COMPANY LIMITED,Panasonic Energy India Company Limited
151,L31901WB1978PLC031411,CESC LTD,Cesc Ltd
152,L31909TN1972PLC006196,INDO- NATIONAL LIMITED,Indo- National Limited
153,L33121GJ1994PLC022460,TRANSFORMERS AND RECTIFIERS (INDIA) LIMITED,Transformers And Rectifiers (India) Limited
154,L34100GJ1985PLC007958,MUNJAL AUTO INDUSTRIES LIMITED,Munjal Auto Industries Limited
155,L34101HR1985PLC020934,MUNJAL SHOWA LIMITED,Munjal Showa Limited
156,L34101PN1961PLC015735,GABRIEL INDIA LIMITED,Gabriel India Limited
157,L34300DL2005PLC139163,SHIVAM AUTOTECH LIMITED,Shivam Autotech Limited
158,L35911GA1980PLC000400,AUTOMOBILE CORPORATION OF GOA LIMITED,Automobile Corporation Of Goa Limited
159,L35911PN1945PLC004656,BAJAJ HOLDINGS & INVESTMENT LIMITED.,Bajaj Holdings & Investment Limited.
160,L35912MH1975PLC018376,MAHARASHTRA SCOOTERS LTD,Maharashtra Scooters Ltd
161,L35920MH1942PLC003554,THE SUPREME INDUSTRIES LIMITED,The Supreme Industries Limited
162,L35921TN1960PLC004175,WHEELS INDIA LIMITED,Wheels India Limited
163,L35999TN1936PLC002202,RANE HOLDINGS LIMITED,Rane Holdings Limited
164,L36911RJ1989PLC004945,VAIBHAV GLOBAL LIMITED,Vaibhav Global Limited
165,L36912WB1936PLC008588,INTERNATIONAL COMBUSTION (INDIA) LTD,International Combustion (India) Ltd
166,L36993WB1995PLC069510,ADVENTZ SECURITIES ENTERPRISES LIMITED,Adventz Securities Enterprises Limited
167,L40101DL1969GOI005095,RURAL ELECTRIFICATION CORPORATION LIMITED,Rural Electrification Corporation Limited
168,L40101DL1989GOI038121,POWER GRID CORPORATION OF INDIA LIMITED,Power Grid Corporation Of India Limited
169,L40101HP1994PLC015483,JAIPRAKASH POWER VENTURES LIMITED,Jaiprakash Power Ventures Limited
170,L40101MH1995PLC084687,RELIANCE POWER LIMITED,Reliance Power Limited
171,L40108PN2000PLC015323,BF UTILITIES LIMITD,Bf Utilities Limitd
172,L40108WB2005PLC139595,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,Techno Electric & Engineering Company Limited
173,L40200DL1968PLC005169,SOMANY CERAMICS LIMITED,Somany Ceramics Limited
174,L40200GJ1998SGC035188,GUJARAT STATE PETRONET LIMITED,Gujarat State Petronet Limited
175,L45101UP1996PLC019759,NOIDA TOLL BRIDGE COMPANY LIMITED,Bridge & Roof Co (India) Ltd
176,L45200GJ1988PLC011049,SUMEET INDUSTRIES LIMITED,Sumeet Industries Limited
177,L45200MH2007PLC174147,PROZONE INTU PROPERTIES LIMITED,Prozone Intu Properties Limited
178,L45201GJ1990PLC013417,NILA INFRASTRUCTURES LIMITED,Nila Infrastructures Limited
179,L45201OR1955PLC008400,FERRO ALLOYS CORPORATION LIMITED,Ferro Alloys Corporation Limited
180,L45201TZ1995PLC006113,R.P.P INFRA PROJECTS LIMITED,R.P.P Infra Projects Limited
181,L45202HR1985PLC044265,ELDECO HOUSING AND INDUSTRIES LIMITED,Eldeco Housing And Industries Limited
182,L45202PB2006PLC029968,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED,Nahar Capital And Financial Services Limited
183,L50100MH1985PLC036937,SHARDUL SECURITIES LIMITED,Shardul Securities Limited
184,L50101PB1983PLC005516,SML ISUZU LIMITED,Sml Isuzu Limited
185,L51109WB1934PLC088167,J L MORISON (INDIA) LIMITED,J L Morison (India) Limited
186,L51109WB1938PLC009490,ALBERT DAVID LIMITED,Albert David Ltd
187,L51109WB1974PLC029637,IFB INDUSTRIES LTD,Ifb Industries Ltd
188,L51109WB1981PLC034212,BMW INDUSTRIES LIMITED,Bmw Industries Limited
189,L51226MH1983PLC165499,WINRO COMMERCIAL (INDIA) LTD,Winro Commercial (India) Ltd
190,L51494MH2008PLC178384,ARROW TEXTILES LIMITED,Arrow Textiles Limited
191,L51494PB2008PLC032059,MONTE CARLO FASHIONS LIMITED,Monte Carlo Fashions Limited
192,L51496GA1988PLC000915,I G PETROCHEMICALS LIMITED,I G Petrochemicals Limited
193,L51504WB1978PLC031813,MAGMA FINCORP LIMITED,Magma Fincorp Limited
194,L51900GJ1980PLC065554,SHAILY ENGINEERING PLASTICS LIMITED,Shaily Engineering Plastics Limited
195,L51909DL2002PLC163727,V-MART RETAIL LIMITED,V-Mart Retail Limited
196,L51909GJ1991PLC015522,HALDYN GLASS LIMITED,Haldyn Glass Limited
197,L51909MH2002PLC135594,MULTI COMMODITY EXCHANGE OF INDIA LIMITED,Multi Commodity Exchange Of India Limited
198,L51909WB1935PLC008194,GILLANDERS ARBUTHNOT & CO LTD,Gillanders Arbuthnot & Co Ltd
199,L51909WB1995PLC071730,KIRAN VYAPAR LTD.,Kiran Vyapar Ltd.
200,L52322MH1995PLC090643,MORARJEE TEXTILES LIMITED,Morarjee Textiles Limited
201,L55100TG1985PLC045963,CES LIMITED.,Ces Limited.
202,L55101DL2007PLC157518,ASIAN HOTELS (WEST) LIMITED,Asian Hotels (West) Limited
203,L55101WB1971PLC028152,SINCLAIRS HOTELS LIMITED,Sinclairs Hotels Limited
204,L63011TG1995PLC020121,GATI LIMITED,Gati Limited
205,L63022WB1954PLC021638,DEEPAK INDUSTRIES LIMITED,Deepak Industries Ltd
206,L63032MH1986PLC154910,SEAMEC LIMITED,Seamec Limited
207,L63090TN2000PLC046338,TAKE SOLUTIONS LIMITED,Take Solutions Limited
208,L63090WB1919GOI003229,ANDREW YULE & CO LTD,Andrew Yule & Co Ltd
209,L64202MH2001PLC134147,FIRSTSOURCE SOLUTIONS LIMITED,Firstsource Solutions Limited
210,L64202TN1998PLC066604,SQS INDIA BFSI LIMITED,Sqs India Bfsi Limited
211,L65110GJ1993PLC020769,AXIS BANK LIMITED,Axis Bank Limited
212,L65110JK1938SGC000048,JAMMU AND KASHMIR BANK LIMITED,Jammu And Kashmir Bank Limited
213,L65110MH1985PLC038137,KOTAK MAHINDRA BANK LIMITED,Kotak Mahindra Bank Limited
214,L65110TN1904PLC001287,CITY UNION BANK LIMITED,City Union Bank Limited
215,L65110TN1916PLC001295,THE KARUR VYSYA BANK LIMITED,The Karur Vysya Bank Limited
216,L65110TN1926PLC001377,LAKSHMI VILAS BANK LIMITED,Lakshmi Vilas Bank Limited
217,L65190MH2004GOI148838,IDBI BANK LIMITED,Idbi Bank Limited
218,L65191KL1929PLC001017,THE SOUTH INDIAN BANK LIMITED,The South Indian Bank Limited
219,L65191PN1994PLC076333,INDUSIND BANK LIMITED,Indusind Bank Ltd.
220,L65191TN1954PLC002429,SUNDARAM FINANCE LIMITED,Sundaram Finance Limited
221,L65191TN1979PLC007874,SHRIRAM TRANSPORT FINANCE COMPANY LIMITED,Shriram Transport Finance Company Limited
222,L65191TN1986PLC012840,SHRIRAM CITY UNION FINANCE LIMITED,Shriram City Union Finance Limited
223,L65191TN1997PLC037415,IDFC LIMITED,Idfc Limited
224,L65910DL1986PLC023129,V L S FINANCE LIMITED,V L S Finance Limited
225,L65910DL1989PLC034812,TOURISM FINANCE CORPORATION OF INDIA LIMITED,Tourism Finance Corporation Of India Limited
226,L65910KL1992PLC006623,MANAPPURAM FINANCE LIMITED,Manappuram Finance Limited
227,L65910KL1997PLC011300,MUTHOOT FINANCE LIMITED,Muthoot Finance Limited
228,L65910MH1984PLC032639,DEWAN HOUSING FINANCE CORPORATION LIMITED,Dewan Housing Finance Corporation Limited
229,L65910MH1986PLC165645,RELIANCE CAPITAL LIMITED,Reliance Capital Ltd
230,L65910MH1987PLC042961,BAJAJ FINANCE LIMITED,Bajaj Finance Limited
231,L65910TZ1955PLC000145,SAKTHI FINANCE LIMITED,Sakthi Finance Limited
232,L65920MH1994PLC080618,HDFC BANK LIMITED,Hdfc Bank Limited
233,L65921MH1991PLC059642,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,Mahindra And Mahindra Financial Services Limited
234,L65921MH1994PLC173469,CAPRI GLOBAL CAPITAL LIMITED,Capri Global Capital Limited
235,L65921WB1979PLC032200,ADHUNIK INDUSTRIES LIMITED,Adhunik Industries Limited
236,L65922DL2005PLC136029,INDIABULLS HOUSING FINANCE LIMITED,Indiabulls Housing Finance Limited
237,L65922MH1989PLC052257,LIC HOUSING FINANCE LIMITED,Lic Housing Finance Ltd
238,L65922TN2000PLC044655,REPCO HOME FINANCE LIMITED,Repco Home Finance Limited
239,L65923GJ1986PLC008809,GRUH FINANCE LIMITED,Gruh Finance Limited
240,L65923PN2007PLC130075,BAJAJ FINSERV LIMITED,Bajaj Finserv Limited
241,L65990MH1933PLC001998,INDUSTRIAL INVESTMENT TRUST LIMITED,Industrial Investment Trust Limited
242,L65990MH1984PLC031909,PIONEER INVESTCORP LIMITED,Pioneer Investcorp Limited
243,L65990MH1990PLC057923,TCFC FINANCE LIMITED,Tcfc Finance Limited
244,L65991TN1941PLC001128,THE K C P LIMITED,The K C P Limited
245,L65991TN1954PLC000958,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,India Motor Parts & Accessories Limited
246,L65993PN2009PLC134021,BF INVESTMENT LIMITED,Bf Investment Limited
247,L65993PN2009PLC134196,KALYANI INVESTMENT COMPANY LIMITED,Kalyani Investment Company Limited
248,L65993TN1978PLC007576,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,Cholamandalam Investment And Finance Company Limited
249,L65993WB1979PLC032394,LUDLOW JUTE & SPECIALITIES LIMITED,Ludlow Jute & Specialities Limited
250,L65999DL1978PLC099476,OSCAR INVESTMENTS LIMITED,Oscar Investments Limited
251,L67120AS1971PLC001358,WILLIAMSON FINANCIAL SERVICES LIMITED,Williamson Financial Services Limited
252,L67120HR1994PLC034148,HB PORTFOLIO LIMITED,Hb Portfolio Limited
253,L67120KL1994PLC007726,MUTHOOT CAPITAL SERVICES LIMITED,Muthoot Capital Services Limited
254,L67120MH1986PLC038784,JM FINANCIAL LIMITED,Jm Financial Limited
255,L67120MH2001PLC217751,JSW HOLDINGS LIMITED,Jsw Holdings Limited
256,L67120MP1995PLC008959,INDO THAI SECURITIES LIMITED,Indo Thai Securities Limited
257,L67120WB1985PLC120157,MEENAKSHI MERCANTILES LTD,Meenakshi Mercantiles Ltd
258,L67190MH2005PLC153397,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,Motilal Oswal Financial Services Limited
259,L67200MH1937PLC002622,TATA INVESTMENT CORPORATION LIMITED,Tata Investment Corporation Limited
260,L70100MH1951PLC008647,ADOR WELDING LIMITED,Ador Welding Limited
261,L70100MH1977PLC019916,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,Housing Development Finance Corporation Limited
262,L71200UP1982PLC012550,GINNI FILAMENTS LIMITED.,Ginni Filaments Limited.
263,L72200MH1994PLC082110,SONATA SOFTWARE LIMITED,Sonata Software Limited
264,L72200TG1993PLC015939,ZEN TECHNOLOGIES LIMITED,Zen Technologies Limited
265,L72300PN1990PLC056696,PERSISTENT SYSTEMS LIMITED,Persistent Systems Limited
266,L72300TN1998PLC041033,ALLSEC TECHNOLOGIES LIMITED,Allsec Technologies Limited
267,L74100MH1993PLC075361,CAMLIN FINE SCIENCES LIMITED,Camlin Fine Sciences Limited
268,L74140PN1982PLC026933,MITCON CONSULTANCY AND ENGINEERING SERVICES LIMITED,Mitcon Consultancy & Engineering Services Limited
269,L74140PN1986PLC041033,ACCELYA KALE SOLUTIONS LIMITED,Accelya Kale Solutions Limited
270,L74140WB1983PLC036495,PRESSMAN ADVERTISING LIMITED,Pressman Advertising Limited
271,L74899DL1954PLC002452,FEDERAL-MOGUL GOETZE (INDIA) LIMITED,Federal-Mogul Goetze (India) Limited
272,L74899DL1984PLC146935,RELIGARE ENTERPRISES LIMITED,Religare Enterprises Limited
273,L74899DL1988PLC031510,ARO GRANITE INDUSTRIES LIMITED,Aro Granite Industries Limited
274,L74899DL1989PLC034594,NUCLEUS SOFTWARE EXPORTS LIMITED,Nucleus Software Exports Limited
275,L74899DL1989PLC035140,DCM SHRIRAM INDUSTRIES LIMITED,Dcm Shriram Industries Limited
276,L74899DL1990PLC041790,LT FOODS LIMITED,Lt Foods Limited
277,L74899DL1992PLC050333,MINDA INDUSTRIES LIMITED,Minda Industries Limited
278,L74899DL1992PLC051527,KEI INDUSTRIES LIMITED,Kei Industries Limited
279,L74899DL1994PLC057410,INTEC CAPITAL LIMITED,Intec Capital Limited
280,L74899DL1994PLC063609,SMC GLOBAL SECURITIES LIMITED,Smc Global Securities Limited
281,L74899DL1996PLC083073,JBM AUTO LIMITED,Jbm Auto Limited
282,L74899DL1998PLC093073,PETRONET LNG LIMITED,Petronet Lng Limited
283,L74900DL1984PLC018679,PAUL MERCHANTS LIMITED,Paul Merchants Limited
284,L74950WB1984PLC038336,MANAKSIA LIMITED,Manaksia Limited
285,L74999MH1929PLC001503,IVP LTD,Ivp Ltd
286,L74999MH1934PLC002093,EVEREST INDUSTRIES LIMITED,Everest Industries Limited
287,L74999MH1957PLC010975,GRAUER AND WEIL (INDIA) LIMITED,Grauer And Weil (India) Limited
288,L74999MH1964PLC012878,EXCEL CROP CARE LTD,Excel Crop Care Ltd
289,L85110KA1924PLC001128,THE KARNATAKA BANK LIMITED,The Karnataka Bank Limited
290,L85110KA1987PLC008699,CAN FIN HOMES LIMITED,Can Fin Homes Limited
