,CIN,name_x,name_y
1215,L32201GJ1988PLC010331,SYMPHONY LIMITED,Symphony Limited
1216,L24230GJ1995PLC024288,LINCOLN PHARMACEUTICALS LTD,Lincoln Pharmaceuticals Ltd
1217,L15321PB1944PLC001925,SUKHJIT STARCH AND CHEMICALS LTD,Sukhjit Starch And Chemicals Ltd
1218,U65923KA2006PLC040028,JANALAKSHMI FINANCIAL SERVICES LIMITED,Janalakshmi Financial Services Limited
1219,L65110TN2014PLC097792,IDFC BANK LIMITED,Idfc Bank Limited
1220,L72200RJ1995PLC009798,COMPUCOM SOFTWARE LIMITED,Compucom Software Limited
1221,L99999PN1990PLC059487,ALICON CASTALLOY LIMITED,Alicon Castalloy Limited
1222,U65993MH2006PLC166475,INDIA INFOLINE HOUSING FINANCE LIMITED,India Infoline Housing Finance Limited
1223,U65191UP1990PLC045609,UTKARSH MICRO FINANCE LIMITED,Utkarsh Micro Finance Limited
1224,L55101KA2002PLC031224,WONDERLA HOLIDAYS LIMITED,Wonderla Holidays Limited
1225,L25193MH1993PLC070846,CUPID LIMITED,Cupid Limited
1226,U67120MH1994PLC080556,SCIL VENTURES LIMITED,Scil Ventures Limited
1227,L85100PB2015PLC039155,MAX INDIA LIMITED,Max India Limited
1228,L36912MH1990PLC058729,GOLKUNDA DIAMONDS AND JEWELLERY LIMITED,Golkunda Diamonds And Jewellery Limited
1229,L24231HP1984PLC006028,MOREPEN LABORATORIES LIMITED,Morepen Laboratories Limited
1230,L29120MP1995PLC009327,SHAKTI PUMPS (INDIA) LIMITED,Shakti Pumps (India) Limited
1231,L29199DL1985PLC015796,UNITED DRILLING TOOLS LIMITED,United Drilling Tools Limited
1232,L65993WB1993PLC060377,GOLDEN GOENKA FINCORP LIMITED,Golden Goenka Fincorp Limited
1233,L24129GJ1992PLC016917,GUJARAT INTRUX LIMITED,Gujarat Intrux Limited
1234,L51900MH1985PLC035202,SIGNET INDUSTRIES LIMITED,Signet Industries Limited
1235,L24230MH1990PLC055347,NUTRAPLUS INDIA LIMITED,Nutraplus India Limited
1236,U65923MH2013PLC248741,ASPIRE HOME FINANCE CORPORATION LIMITED,Aspire Home Finance Corporation Limited
1237,L15140MH1985PLC286828,FAIRCHEM SPECIALITY LIMITED,Fairchem Speciality Limited
1238,L24123MP2002PLC015285,AGRO PHOS (INDIA LIMITED,Agro Phos (India) Limited
1239,L24246TN1991PLC020409,NAGA LIMITED,Naga Limited
1240,L26942TG1979PLC002485,KAKATIYA CEMENT SUGAR AND INDUSTRIES LIMITED,Kakatiya Cement Sugar And Industries Limited
1241,L27209WB1984PLC038126,UNO METALS LTD,Uno Metals Ltd
1242,L33130TG1979PLC002521,NCL INDUSTRIES LTD,Ncl Industries Ltd
1243,L35204WB1987PLC031664,INDUSS FOOD PRODUCTS & EQUIPMENTS LIMITED,Induss Food Products & Equipments Limited
1244,L52520TG1981PLC003072,VISAKA INDUSTRIES LTD.,Visaka Industries Ltd.
1245,L65910HR1983PLC050169,SITAL LEASING AND FINANCE LTD,Sital Leasing And Finance Ltd
1246,L72200MP2011PLC025622,INFOBEANS TECHNOLOGIES LIMITED,Infobeans Technologies Limited
1247,L74999GJ1980PLC003710,SPAN DIVERGENT LIMITED,Span Divergent Limited
1248,L74999TG1955PLC000656,HIL LIMITED,Hil Limited
1249,U00000PB1971PLC003012,HIGHWAY INDUSTRIES LIMITED,Highway Industries Limited
1250,U01115TN1956PLC003435,SRI SARVARAYA SUGARS LIMITED,Sri Sarvaraya Sugars Limited
1251,U01119AP2004PTC043338,VIJAYNAGAR BIO-TECH PRIVATE LIMITED,Vijaynagar Bio-Tech Private Limited
1252,U01132AS1977PLC001699,AMGOORIE INDIA LTD,Amgoorie India Ltd
1253,U01222TG1978PLC002297,SRINIVASA HATCHERIES LIMITED,Srinivasa Hatcheries Limited
1254,U01222TG1983PTC003979,SRINIVASA FARMS PRIVATE LIMITED,Srinivasa Farms Private Limited
1255,U05110TZ2000PTC009278,KIKANI EXPORTS PRIVATE LIMITED,Kikani Exports Private Limited
1256,U15142RJ2003PLC018830,SHIV EDIBLES LIMITED,Shiv Edibles Limited
1257,U15143KL2008PTC022690,K.L.F. NIRMAL INDUSTRIES PRIVATE LIMITED,K.L.F. Nirmal Industries Private Limited
1258,U15205WB2004PTC100452,PRESTIGE ICE CREAMS PRIVATE LIMITED,Prestige Ice Creams Private Limited
1259,U15311MH1923PTC001070,WALLACE FLOUR MILLS COMPANY PRIVATE LIMITED,Wallace Flour Mills Company Private Limited
1260,U15499WB1863PTC000111,CHEVIOT AGRO INDUSTRIES PRIVATE LIMITED,Cheviot Agro Industries Private Limited
1261,U16000MH1982PLC026943,CEEJAY TOBACCO LIMITED,Ceejay Tobacco Limited
1262,U17100MH1941PTC007467,BARODA INDUSTRIES PRIVATE LIMITED,Baroda Industries Private Limited
1263,U17110GJ1995PTC025537,ASHIMA DYECOT PRIVATE LIMITED,Ashima Dyecot Private Limited
1264,U17111TZ1946PLC000188,SRI KANNAPIRAN MILLS LIMITED,Sri Kannapiran Mills Limited
1265,U17116MH1995PLC086449,HOUSE OF ANITA DONGRE LIMITED,House Of Anita Dongre Limited
1266,U17214KA1962PLC001443,KURLON LIMITED,Kurlon Limited
1267,U18101AP1962PLC000919,SREE SATYANARAYANA SPINNING MILLS LTD,Sree Satyanarayana Spinning Mills Ltd
1268,U18101KL1991PLC006048,KITEX CHILDRENSWEAR LIMITED,Kitex Childrenswear Limited
1269,U21029DL1999PTC100494,EXCEL PACK PRIVATE LIMITED,Excel Pack Private Limited
1270,U21090GJ2010PLC063428,ASTRON PAPER & BOARD MILL LIMITED,Astron Paper & Board Mill Limited
1271,U22219TN1994PTC048384,HEIDELBERG INDIA PRIVATE LIMITED,Heidelberg India Private Limited
1272,U23109MP2000PTC014351,AGARWAL COAL CORPORATION PRIVATE LIMITED,Agarwal Coal Corporation Private Limited
1273,U23209MH2005PLC158371,VIDARBHA INDUSTRIES POWER LIMITED,Vidarbha Industries Power Limited
1274,U24100MH1991PLC060748,ZCL CHEMICALS LIMITED,Zcl Chemicals Limited
1275,U24110TG1999PLC030970,SAI LIFE SCIENCES LIMITED,Sai Life Sciences Limited
1276,U24111KA1986PTC007399,ASTRAZENECA INDIA PRIVATE LIMITED,Astrazeneca India Private Limited
1277,U24114GJ2008PLC053537,LONSEN KIRI CHEMICAL INDUSTRIES LIMITED,Lonsen Kiri Chemical Industries Limited
1278,U24210GJ1985PTC007569,AGROCEL INDUSTRIES PRIVATE LIMITED,Agrocel Industries Private Limited
1279,U24222MH2006PTC163800,ASHA PENN COLOR PRIVATE LIMITED,Asha Penn Color Private Limited
1280,U24230MH1980PTC022825,BLUE CROSS LABORATORIES PRIVATE LIMITED,Blue Cross Laboratories Private Limited
1281,U24230MH1999PTC117983,LONZA INDIA PRIVATE LIMITED,Lonza India Private Limited
1282,U24230TG1996PLC023232,BHARAT BIOTECH INTERNATIONAL LIMITED,Bharat Biotech International Limited
1283,U24231CH1994PTC015100,SABOO COATINGS PRIVATE LIMITED,Saboo Coatings Private Limited
1284,U24239MH1998PLC115413,AGAPPE DIAGNOSTICS LIMITED,Agappe Diagnostics Limited
1285,U24239PN1995PTC093669,HINJEWADI TECHPARK PRIVATE LIMITED,Hinjewadi Techpark Private Limited
1286,U24239TG2005PTC048133,AIZANT DRUG RESEARCH SOLUTIONS PRIVATE LIMITED,Aizant Drug Research Solutions Private Limited
1287,U24299GJ1987PTC010073,MADHU SILICA PRIVATE LIMITED,Madhu Silica Private Limited
1288,U25199MH1983PTC030558,POLYBOND (INDIA) PVT LTD,Polybond (India) Pvt Ltd
1289,U25202MP2007PLC019781,VECTUS INDUSTRIES LIMITED,Vectus Industries Limited
1290,U25209GJ1973PLC002235,DUTRON PLASTICS LIMITED,Dutron Plastics Limited
1291,U25209GJ2007PTC049943,RISHI FIBC SOLUTIONS PRIVATE LIMITED,Rishi Fibc Solutions Private Limited
1292,U26959WB1991PLC215773,INTELLIGENT INFRASTRUCTURE LIMITED,Intelligent Infrastructure Limited
1293,U27109GJ1993PTC019784,INTOLCAST PVT LTD,Intolcast Pvt Ltd
1294,U27109WB2003PLC097108,BMA STAINLESS LIMITED,Bma Stainless Limited
1295,U27201KA1973PLC002307,MAINI PRECISION PRODUCTS LIMITED,Maini Precision Products Limited
1296,U27310DL1977PLC008630,SUPER AUTO INDIA LIMITED,Super Auto India Limited
1297,U27310GJ1987PTC010182,INTRICAST PRIVATE LIMITED,Intricast Private Limited
1298,U28910GJ1974PTC002548,FORGE AND FORGE PRIVATE LIMITED,Forge And Forge Private Limited
1299,U28920PN1964PTC131374,CHEMETALL INDIA PRIVATE LIMITED,Chemetall India Private Limited
1300,U28990MH2007PTC173681,MOLDEX COMPOSITES PRIVATE LIMITED,Moldex Composites Private Limited
1301,U29199TZ1998PTC008320,SAKTHI AUTO ANCILLARY PRIVATE LIMITED,Sakthi Auto Ancillary Private Limited
1302,U29219CH1994PLC015132,INDO FARM EQUIPMENT LIMITED,Indo Farm Equipment Limited
1303,U29248GJ1997PTC033432,AMMANN APOLLO INDIA PRIVATE LIMITED,Ammann Apollo India Private Limited
1304,U29290MH1986PTC040834,PAKONA ENGINEERS (INDIA)PVT LTD,Pakona Engineers (India)Pvt Ltd
1305,U29299MH2007PTC175039,HILTI MANUFACTURING INDIA PRIVATE LIMITED,Hilti Manufacturing India Private Limited
1306,U32109PN1981PTC024206,DESAI ELECTRONICS PVT LTD,Desai Electronics Pvt Ltd
1307,U32109UP1966PTC003122,ENCARDIO RITE ELECTRONICS PRIVATE LIMITED,Encardio Rite Electronics Private Limited
1308,U32201GJ1972PTC002065,POWER BUILD PRIVATE LIMITED,Power Build Private Limited
1309,U34300KA2006PTC038845,SURIN AUTOMOTIVE PRIVATE LIMITED,Surin Automotive Private Limited
1310,U34300MH1996PTC102485,SANJEEV AUTO PARTS MANUFACTURERS PRIVATE LIMITED,Sanjeev Auto Parts Manufacturers Private Limited
1311,U35921PB1999PTC022236,AVON STEEL INDUSTRIES PRIVATE LIMITED,Avon Steel Industries Private Limited
1312,U40100MH1997PTC106044,VINDHYACHAL HYDRO POWER PRIVATE LIMITED,Vindhyachal Hydro Power Private Limited
1313,U40102MH2007PTC175289,PALACE SOLAR ENERGY PRIVATE LIMITED,Palace Solar Energy Private Limited
1314,U40108DL2011PLC221875,GREEN INFRA WIND ENERGY PROJECT LIMITED,Green Infra Wind Energy Project Limited
1315,U45200MH2002PTC136271,HAMLET CONSTRUCTIONS (INDIA ) PRIVATE LIMITED,Hamlet Constructions (India ) Private Limited
1316,U45200PN2005PTC139812,PANCHSHIL TECHPARK PRIVATE LIMITED,Panchshil Techpark Private Limited
1317,U45200PN2005PTC140334,INDIA LAND INFRASTRUCTURE DEVELOPMENT PRIVATE LIMITED,India Land Infrastructure Development Private Limited
1318,U45200PN2012PTC142187,AS REALTY AND INFRASTRUCTURE PRIVATE LIMITED,As Realty And Infrastructure Private Limited
1319,U45201DL2003PTC120389,CHIRAG ASSOCAITES PRIVATE LIMITED,Chirag Assocaites Private Limited
1320,U45201GJ1998PLC034638,M.S. KHURANA ENGINEERING LIMITED,M.S. Khurana Engineering Limited
1321,U45201TG1993PLC057762,DHARTI DREDGING AND INFRASTRUCTURE LIMITED,Dharti Dredging And Infrastructure Limited
1322,U45202PN2007PTC130008,SAMPADA REALITIES PRIVATE LIMITED,Sampada Realities Private Limited
1323,U45203MP1980PTC001674,AGARWAL FUEL CORPORATION PRIVATE LIMITED,Agarwal Fuel Corporation Private Limited
1324,U45203MP2004SGC016758,MADHYA PRADESH ROAD DEVELOPMENT CORPORATION LIMITED,Madhya Pradesh Road Development Corporation Limited
1325,U50100MH1970PTC014595,SPACO TECHNOLOGIES (INDIA) PRIVATE LIMITED,Spaco Technologies (India) Private Limited
1326,U51220MH1944PTC004124,THE ASSOCIATED AUTO PARTS PRIVATE LIMITED,The Associated Auto Parts Private Limited
1327,U51398PB1993PTC039185,SOBHAGIA SALES PRIVATE LIMITED,Sobhagia Sales Private Limited
1328,U51900WB2006PTC107247,JEKAY INTERNATIONAL TRACK PVT. LTD.,Jekay International Track Pvt. Ltd.
1329,U51909AP1954PLC000525,SREE AKKAMAMBA TEXTILES LTD,Sree Akkamamba Textiles Ltd
1330,U51909MH1996PTC140269,IREP CREDIT CAPITAL PRIVATE LIMITED,Irep Credit Capital Private Limited
1331,U51909TG2001PTC036005,RAIN ENTERPRISES PRIVATE LIMITED,Rain Enterprises Private Limited
1332,U51909WB1976PTC030647,RITIKA PRIVATE LIMITED,Ritika Private Limited
1333,U52393AP1999PTC031539,SANGHI JEWELLERS PRIVATE LIMITED,Sanghi Jewellers Private Limited
1334,U55101DL2001PTC112151,HOTEL QUEEN ROAD PRIVATE LIMITED.,Hotel Queen Road Private Limited.
1335,U60210MP2003PTC015665,AGARWAL TRANSPORT CORPORATION PRIVATE LIMITED,Agarwal Transport Corporation Private Limited
1336,U60210PN1985PTC037099,SAI SERVICE PRIVATE LIMITED,Sai Service Private Limited
1337,U64202GJ2008PTC053443,TELEYSIA NETWORKS PRIVATE LIMITED,Teleysia Networks Private Limited
1338,U64203TG1993PTC015875,LINK WELL TELESYSTEMS PVT LTD,Link Well Telesystems Pvt Ltd
1339,U65100MH2015PLC274695,MICRO UNITS DEVELOPMENT & REFINANCE AGENCY LIMITED,Micro Units Development & Refinance Agency Limited
1340,U65100TN1993PTC025013,BIRDIE INVESTMENTS (MADRAS) PRIVATE LIMITED,Birdie Investments (Madras) Private Limited
1341,U65190MH2014PTC252000,VIVIDH FINVEST PRIVATE LIMITED,Vividh Finvest Private Limited
1342,U65192MH2010PLC211307,CAPITAL FIRST HOME FINANCE LIMITED,Capital First Home Finance Limited
1343,U65911GJ1988PTC010268,PARATAM INVESTMENTS PRIVATE LIMITED,Paratam Investments Private Limited
1344,U65911GJ1988PTC010271,ORAS INVESTMENTS PRIVATE LIMITED,Oras Investments Private Limited
1345,U65922DL2004PLC125931,MAGMA HOUSING FINANCE (A PUBLIC COMPANY WITH UNLIMITED LIABILITY),Magma Housing Finance Limited
1346,U65923TN2007PLC064550,ASIRVAD MICRO FINANCE LIMITED,Asirvad Micro Finance Limited
1347,U65991MH2002PLC137867,UTI ASSET MANAGEMENT COMPANY LIMITED,Uti Asset Management Company Limited
1348,U65993MH1979PLC021066,BAJAJ AUTO HOLDINGS LIMITED,Bajaj Auto Holdings Limited
1349,U65993MH2006PTC165142,APAX PARTNERS INDIA ADVISERS PRIVATE LIMITED,Apax Partners India Advisers Private Limited
1350,U65999MH2006PTC163257,AMBIT FINVEST PRIVATE LIMITED,Ambit Finvest Private Limited
1351,U66010MH2008PLC183679,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,Indiafirst Life Insurance Company Limited
1352,U67110MH2006PTC161128,MOPE INVESTMENT ADVISORS PRIVATE LIMITED,Mope Investment Advisors Private Limited
1353,U67120MH1997PLC285490,EDELWEISS RETAIL FINANCE LIMITED,Edelweiss Retail Finance Limited
1354,U67120MH1997PTC109640,ANVIL SHARE AND STOCK BROKING PRIVATE LIMITED,Anvil Share And Stock Broking Private Limited
1355,U67190DL2007FTC162475,BUSSAN AUTO FINANCE INDIA PRIVATE LIMITED,Bussan Auto Finance India Private Limited
1356,U67190MH1996PLC097473,HSBC INVESTDIRECT FINANCIAL SERVICES (INDIA) LIMITED,Hsbc Investdirect Financial Services (India) Limited
1357,U67190MH2003PTC143117,BELLWETHER CAPITAL PRIVATE LIMITED,Bellwether Capital Private Limited
1358,U70101MH1871PTC000004,THE NEW PIECE GOODS BAZAR COMPANY LIMITED,The New Piece Goods Bazar Company Limited
1359,U70101RJ1984PLC011217,GINNI INTERNATIONAL LTD. (TRANSFER FROM DELHI TO RAJ.),Ginni International Ltd. (Transfer From Delhi To Raj.)
1360,U70109WB2002PTC094911,SUMATHI CONSTRUCTION PRIVATE LIMITED,Sumathi Construction Private Limited
1361,U72100TN1962PTC094955,SAK INDUSTRIES PRIVATE LTD,Sak Industries Private Ltd
1362,U72200KA2000PTC026767,NEDCOMMODITIES INDIA PRIVATE LIMITED,Nedcommodities India Private Limited
1363,U72200MH1998PLC113636,DESIGNTECH SYSTEMS LIMITED,Designtech Systems Limited
1364,U72200MH2005PTC270979,MERITON INFOTECH PVT LTD,Meriton Infotech Pvt Ltd
1365,U72200PN2003PTC017808,TRIPLE POINT TECHNOLOGY (INDIA) PRIVATE LIMITED,Triple Point Technology (India) Private Limited
1366,U72200TN1999PTC042698,ESDOTCOM SUPPORT & SOFTWARE SERVICES PRIVATE LIMITED,Esdotcom Support & Software Services Private Limited
1367,U72200TN2001PLC046643,YALAMANCHILI SOFTWARE EXPORTS LIMITED,Yalamanchili Software Exports Limited
1368,U72200TN2002PTC049149,PROTECHSOFT SYSTEMS PRIVATE LIMITED,Protechsoft Systems Private Limited
1369,U72200TN2003PTC112504,TRIZETTO SERVICES INDIA PRIVATE LIMITED,Trizetto Services India Private Limited
1370,U72300TN1993PTC024706,REAL TALENT ENGINEERING PRIVATE LIMITED,Real Talent Engineering Private Limited
1371,U72400KA1997PTC023164,ROBERT BOSCH ENGINEERING AND BUSINESS SOLUTIONS PRIVATE LIMITED,Robert Bosch Engineering And Business Solutions Private Limited
1372,U72900KA2001PTC028394,AXISCADES AEROSPACE & TECHNOLOGIES PRIVATE LIMITED,Axiscades Aerospace & Technologies Private Limited
1373,U72900MH1995PLC089765,THIRDWARE SOLUTION LIMITED,Thirdware Solution Limited
1374,U72900PN2006PTC134608,P-ONE INFRASTRUCTURE PRIVATE LIMITED,P-One Infrastructure Private Limited
1375,U73100DL2004PTC247296,KENDLE INDIA PRIVATE LIMITED,Kendle India Private Limited
1376,U73100MH1997PTC111505,MAHYCO MONSANTO BIOTECH (INDIA) PRIVATE LIMITED,Mahyco Monsanto Biotech (India) Private Limited
1377,U74140DL2004PTC130400,SPANK MANAGEMENT SERVICES PRIVATE LIMITED,Spank Management Services Private Limited
1378,U74140MH1988PTC217675,SCOPE T AND M PRIVATE LIMITED,Scope T And M Private Limited
1379,U74210PN1999PTC013421,ENPRO INDUSTRIES PRIVATE LIMITED,Enpro Industries Private Limited
1380,U74300MH1989PTC050786,RAPPORT OUTDOOR ADVERTISING PRIVATE LIMITED,Rapport Outdoor Advertising Private Limited
1381,U74300MH2007FTC174112,PDM MEDIA (INDIA) PRIVATE LIMITED,Pdm Media (India) Private Limited
1382,U74899DL1977PTC008672,SPAN INDIA PVT LTD,Span India Pvt Ltd
1383,U74899DL1984PTC017706,QUALITY NEEDLES PRIVATE LIMITED,Quality Needles Private Limited
1384,U74899DL1987PTC028636,KALINDI FARMS PRIVATE LTD,Kalindi Farms Private Ltd
1385,U74899DL1994PTC061253,TRW SUN STEERING WHEELS PRIVATE LIMITED,Trw Sun Steering Wheels Private Limited
1386,U74899DL1995PTC065253,HERO CORPORATE SERVICE PRIVATE LIMITED,Hero Corporate Service Private Limited
1387,U74899DL2000PLC109036,GLOBALLOGIC INDIA LIMITED,Globallogic India Limited
1388,U74899DL2000PTC104290,INMACS MICROSYSTEMS PRIVATE LIMITED,Inmacs Microsystems Private Limited
1389,U74899PB2000PLC045626,MAX LIFE INSURANCE COMPANY LIMITED,Max Life Insurance Company Limited
1390,U74900MH2007PTC172715,MATRIX WASTE MANAGEMENT PRIVATE LIMITED,Matrix Waste Management Private Limited
1391,U74900TN2011FTC112552,TRIZETTO INDIA PRIVATE LIMITED,Trizetto India Private Limited
1392,U74990MH2009PTC195625,RAJASTHAN SUN TECHNIQUE ENERGY PRIVATE LIMITED,Rajasthan Sun Technique Energy Private Limited
1393,U74999DL2009PTC193685,DYNAMIC DRILLING & SERVICES PRIVATE LIMITED,Dynamic Drilling & Services Private Limited
1394,U74999MH1975PTC206199,ANAND AUTOMOTIVE PRIVATE LIMITED,Anand Automotive Private Limited
1395,U74999MH1995PLC084474,ADROIT INDUSTRIES (INDIA) LIMITED,Adroit Industries (India) Limited
1396,U74999MH2005PTC154265,SURVIVAL TECHNOLOGIES PRIVATE LIMITED,Survival Technologies Private Limited
1397,U74999MH2009PTC195263,ADVENT INDIA PE ADVISORS PRIVATE LIMITED,Advent India Pe Advisors Private Limited
1398,U74999MH2011FTC221665,RADIUS CORPORATE SOLUTIONS (INDIA) PRIVATE LIMITED,Radius Corporate Solutions (India) Private Limited
1399,U85110GJ2000PTC039121,STERLING ADDLIFE INDIA PRIVATE LIMITED,Sterling Addlife India Private Limited
1400,U85110KL2009PLC037460,BABY MEMORIAL HOSPITAL LIMITED,Baby Memorial Hospital Limited
1401,U85110WB2005PTC102265,SURAKSHA DIAGNOSTIC PRIVATE LIMITED,Suraksha Diagnostic Private Limited
1402,U85195TG2002PTC039075,VIJAYA DIAGNOSTIC CENTRE PRIVATE LIMITED,Vijaya Diagnostic Centre Private Limited
1403,U90001TG2001PLC037829,MUMBAI WASTE MANAGEMENT LIMITED,Mumbai Waste Management Limited
1404,U90001TG2009PLC063708,DELHI MSW SOLUTIONS LIMITED,Delhi Msw Solutions Limited
1405,U92411TG1971NPL001403,HYDERABAD RACE CLUB,Hyderabad Race Club
1406,U93000MH2009PTC196403,OMIDYAR NETWORK INDIA ADVISORS PRIVATE LIMITED,Omidyar Network India Advisors Private Limited
1407,U93091DL2006PTC148544,SMART EQUITY BROKERS PRIVATE LIMITED.,Smart Equity Brokers Private Limited.
1408,U99999GJ1961PTC001390,DEVARSONS INDUSTRIES PRIVATE LIMITED,Devarsons Industries Private Limited
1409,U99999MH1980PLC022332,SUPARNA CHEMICALS LIMITED,Suparna Chemicals Limited
