,SNo.,company,amount
0,1,Meridian Chem-Bond Private Limited,"9,000,000.00"
1,2,Winsome Textile Industries Limited,"5,300,000.00"
2,3,Gabriel India Limited,"4,600,000.00"
3,4,Hewlett Packard Financial Services (India) Private Ltd,"4,500,000.00"
4,5,Alkem Laboratories Limited,"2,400,000.00"
5,6,Elin Electronics Ltd.,"2,100,000.00"
6,7,Elofic Industries Limited.,"1,500,000.00"
7,8,Dmi Finance Private Limited,"1,300,000.00"
8,9,Princeton Infrastructure Private Limited,"600,000.00"
9,10,Spicer India Private Limited,"500,000.00"
10,11,Elin Appliances Private Limited,"200,000.00"
11,12,Emmbros Autocomp Limited,0.00
12,13,Munix (India) Private Limited,0.00
13,14,Creative Stylo Packs Private Limited,0.00
14,15,Corona Remedies Private Limited,0.00
