,SNo.,company,amount
0,1,Indian Oil Corpn. Limited,"89,500,000.00"
1,2,T S Alloys Limited,"2,269,000.00"
2,3,Sri Durga Condev Private Limited,"1,300,000.00"
3,4,Umsl Limited,"1,038,000.00"
4,5,Odisha Television Limited.,"250,000.00"
5,6,Doms Industries Private Limited,"35,000.00"
