,SNo.,company,amount
0,1,Gmr Kamalanga Energy Limited,"20,850,000.00"
1,2,Nava Bharat Ventures Limited,"3,283,000.00"
2,3,Rural Electrification Corporation Limited,"3,167,106.00"
3,4,Ual Industries Limited.,"545,000.00"
