,SNo.,company,amount
0,1,Can Fin Homes Limited,"11,500,000.00"
1,2,Paul Merchants Limited,"5,200,000.00"
2,3,Vibracoustic India Private Limited,"2,100,000.00"
3,4,Groz Beckert Asia Private Limited,"1,000,000.00"
4,5,K.P.H. Dream Cricket Private. Limited.,"700,000.00"
5,6,Saboo Coatings Private Limited,"500,000.00"
6,7,Sml Isuzu Limited,"300,000.00"
7,8,F. C. Sondhi & Co. (India) Private Limited,"100,000.00"
8,9,Steel Strips Wheels Ltd,"100,000.00"
9,10,Kuantum Papers Limited,0.00
10,11,Saurav Chemicals Limited,0.00
11,12,Deepak Spinners Ltd,0.00
12,13,Piccadily Holiday Resorts Limited,0.00
13,14,Unipro Techno Infrastructure Private Limited,0.00
14,15,Canam Consultants Limited,0.00
