,CIN,name_x,name_y
290,L65921WB1979PLC032200,ADHUNIK INDUSTRIES LIMITED,Adhunik Industries Limited
291,L65922DL2005PLC136029,INDIABULLS HOUSING FINANCE LIMITED,Indiabulls Housing Finance Limited
292,L65923GJ1986PLC008809,GRUH FINANCE LIMITED,Gruh Finance Limited
293,L65990MH1913PLC000374,INDUSTRIAL AND PRUDENTIAL INVESTMENT COMPANY LIMITED,Industrial And Prudential Investment Company Limited
294,L65990MH1945PLC004558,MAHINDRA AND MAHINDRA LIMITED,Mahindra And Mahindra Limited
295,L65990MH1984PLC032831,LKP FINANCE LIMITED,Lkp Finance Limited
296,L65990MH1984PLC033878,RUCHI INFRASTRUCTURE LIMITED,Ruchi Infrastructure Limited
297,L65990MH1990PLC056669,VAKRANGEE LIMITED,Vakrangee Limited
298,L65991TN1936PLC001428,BEARDSELL LIMITED,Beardsell Limited
299,L65991TN1954PLC000958,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,India Motor Parts & Accessories Limited
300,L65993PN2007PLC130076,BAJAJ AUTO LIMITED.,Bajaj Auto Limited.
301,L65993TN1978PLC007576,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,Cholamandalam Investment And Finance Company Limited
302,L65993TN1993PLC024142,POLARIS CONSULTING & SERVICES LIMITED,Polaris Consulting & Services Limited
303,L65999PN2009PLC133794,KIRLOSKAR BROTHERS INVESTMENTS LIMITED,Kirloskar Brothers Investments Limited
304,L67120KL1994PLC007726,MUTHOOT CAPITAL SERVICES LIMITED,Muthoot Capital Services Limited
305,L67120MH2001PLC217751,JSW HOLDINGS LIMITED,Jsw Holdings Limited
306,L67120RJ1951PLC045966,JK TYRE & INDUSTRIES LIMITED,Jk Tyre & Industries Limited
307,L67190MH2005PLC153397,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,Motilal Oswal Financial Services Limited
308,L67200MH1937PLC002622,TATA INVESTMENT CORPORATION LIMITED,Tata Investment Corporation Limited
309,L70100MH1951PLC008647,ADOR WELDING LIMITED,Ador Welding Limited
310,L70100MH1977PLC019916,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,Housing Development Finance Corporation Limited
311,L70101HR1963PLC002484,DLF LIMITED,Dlf Limited
312,L70109GJ1983PLC006460,RATNAMANI METALS AND TUBES LIMITED,Ratnamani Metals And Tubes Limited
313,L72200AP1990PLC011146,NCC LIMITED,Ncc Limited
314,L72200MH1994PLC077342,GEOMETRIC LIMITED,Geometric Limited
315,L72200MH1994PLC082110,SONATA SOFTWARE LIMITED,Sonata Software Limited
316,L72200PN1963PLC012621,ZENSAR TECHNOLOGIES LIMITED,Zensar Technologies Limited
317,L72200PN1988PLC068972,INDO COUNT INDUSTRIES LIMITED,Indo Count Industries Limited
318,L72200PN1990PLC059594,KPIT TECHNOLOGIES LIMITED,Kpit Technologies Limited
319,L72200TG1991PLC013134,CYIENT LIMITED,Cyient Limited
320,L72200WB1987PLC043375,R S SOFTWARE (INDIA) LTD.,R S Software (India) Ltd.
321,L74100MH1993PLC075361,CAMLIN FINE SCIENCES LIMITED,Camlin Fine Sciences Limited
322,L74120MH1985PLC035308,GODREJ PROPERTIES LIMITED,Godrej Properties Limited
323,L74140DL1991PLC046369,HCL TECHNOLOGIES LIMITED,Hcl Technologies Limited
324,L74140MH1992PLC068379,ALSTOM INDIA LIMITED,Alstom India Limited
325,L74140PN1982PLC026933,MITCON CONSULTANCY AND ENGINEERING SERVICES LIMITED,Mitcon Consultancy & Engineering Services Limited
326,L74140WB1996PLC081521,SHALIMAR WIRES INDUSTRIES LIMITED,Shalimar Wires Industries Limited
327,L74210DL1995PLC238364,KNR CONSTRUCTIONS LIMITED,Knr Constructions Limited
328,L74899DL1956GOI002674,THE STATE TRADING CORPORATION OF INDIA LIMITED,The State Trading Corporation Of India Limited
329,L74899DL1964GOI004281,BHARAT HEAVY ELECTRICALS LIMITED,Bharat Heavy Electricals Limited
330,L74899DL1971PLC009720,UNITECH LIMITED,Unitech Limited
331,L74899DL1978PLC009038,INDAG RUBBER LIMITED,Indag Rubber Limited
332,L74899DL1984PLC019492,VARDHMAN INDUSTRIES LIMITED,Vardhman Industries Limited
333,L74899DL1988PLC032166,UFLEX LIMITED,Uflex Limited
334,L74899DL1989PLC034594,NUCLEUS SOFTWARE EXPORTS LIMITED,Nucleus Software Exports Limited
335,L74899DL1989PLC034923,DCM SHRIRAM LIMITED,Dcm Shriram Limited
336,L74899DL1992PLC050333,MINDA INDUSTRIES LIMITED,Minda Industries Limited
337,L74899DL1994PLC057410,INTEC CAPITAL LIMITED,Intec Capital Limited
338,L74899DL1995PLC070609,BHARTI AIRTEL LIMITED,Bharti Airtel Limited
339,L74899DL1996PLC083073,JBM AUTO LIMITED,Jbm Auto Limited
340,L74899HR1944PLC039088,ESCORTS LIMITED,Escorts Limited
341,L74899HR1962PLC002618,FRICK INDIA LIMITED,Frick India Limited
342,L74899UP1995PLC043677,JUBILANT FOODWORKS LIMITED,Jubilant Foodworks Limited
343,L74999AP1991PLC013391,LANCO INDUSTRIES LIMITED,Srikalahasthi Pipes Limited
344,L74999MH1934PLC002093,EVEREST INDUSTRIES LIMITED,Everest Industries Limited
345,L74999MH1964PLC012878,EXCEL CROP CARE LTD,Excel Crop Care Ltd
346,L74999MH1989PLC052384,ROLTA INDIA LIMITED,Rolta India Limited
347,L74999MH1994PLC077041,JSW ENERGY LIMITED,Jsw Energy Limited
348,L74999MH1995PLC085878,SOLAR INDUSTRIES INDIA LIMITED,Solar Industries India Limited
349,L74999TN1972PLC006127,RANE ENGINE VALVE LIMITED,Rane Engine Valve Limited
350,L80101MH2006PLC163028,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,Tree House Education & Accessories Limited
351,L85110KA1951PLC000761,BOSCH LIMITED,Bosch Limited
352,L85110KA1954PLC000759,THE SANDUR MANGANESE AND IRON ORES LIMITED,The Sandur Manganese And Iron Ores Limited
353,L85110KA1980PLC003913,WENDT INDIA LIMITED,Wendt India Limited
354,L85110KA1981PLC013115,INFOSYS LIMITED,Infosys Limited
355,L85110KA1989PLC009968,TATA ELXSI LIMITED,Tata Elxsi Limited
356,L85110KA1992PLC013421,ASM TECHNOLOGIES LIMITED,Asm Technologies Limited
357,L85110KA1993PLC013869,CENTUM ELECTRONICS LIMITED,Centum Electronics Limited
358,L85110TN1979PLC008035,APOLLO HOSPITALS ENTERPRISE LIMITED,Apollo Hospitals Enterprise Limited
359,L85110TZ1955PLC015049,TTK PRESTIGE LIMITED,Ttk Prestige Limited
360,L85190MH1947PLC005913,INDOCO REMEDIES LIMITED,Indoco Remedies Limited
361,L91110GJ1989PLC012802,APAR INDUSTRIES LIMITED,Apar Industries Limited
362,L92140MH1999PLC120516,ENTERTAINMENT NETWORK (INDIA) LIMITED,Entertainment Network (India) Limited
363,L92199MH1995PLC084610,HINDUJA GLOBAL SOLUTIONS LIMITED,Hinduja Global Solutions Limited
364,L99999GJ1985PLC007868,GUJARAT INDUSTRIES POWER COMPANY LTD.,Gujarat Industries Power Company Ltd.
365,L99999MH1929PLC001530,RELIANCE INFRASTRUCTURE LIMITED,Reliance Infrastructure Limited
366,L99999MH1961PLC012003,NOCIL LIMITED,Nocil Limited
367,L99999MH1961PLC012185,BALKRISHNA INDUSTRIES LIMITED,Balkrishna Industries Limited
368,L99999MH1962PLC012451,UNICHEM LABORATORIES LIMITED,Unichem Laboratories Limited
369,L99999MH1986PLC039199,APCOTEX INDUSTRIES LIMITED,Apcotex Industries Limited
370,L99999MH1988PLC047408,MAN INDUSTRIES (INDIA) LIMITED,Man Industries (India) Limited
371,L99999MH1994PLC076236,ASTEC LIFESCIENCES LIMITED,Astec Lifesciences Limited
372,L99999MH1994PLC080502,EROS INTERNATIONAL MEDIA LIMITED,Eros International Media Limited
373,L99999PB1990PLC010307,TRIDENT LIMITED,Trident Limited
374,U00305MH1973PLC174201,ALKEM LABORATORIES LIMITED,Alkem Laboratories Limited
375,U01119AP1992PLC014205,UNICORN NATURAL PRODUCTS LIMITED,Unicorn Natural Products Limited
376,U01119KL1976SGC002799,REHABILITATION PLANTATIONS LIMITED,Rehabilitation Plantations Limited
377,U01132GJ1980PLC003946,GUJARAT TEA PROCESSORS AND PACKERS LIMITED,Gujarat Tea Processors And Packers Limited
378,U01132WB2007PTC112852,AMALGAMATED PLANTATIONS PRIVATE LIMITED,Amalgamated Plantations Private Limited
379,U01200MH1976SGC018990,MAHARASHTRA STATE SEEDS CORPORATION LIMITED,Maharashtra State Seeds Corporation Limited
380,U01409KA2000PTC026862,QED AGRO SYSTEMS PRIVATE LIMITED,Qed Agro Systems Private Limited
381,U02001UP1998PTC023350,SHUBHAM GOLDIEE MASALE PRIVATE LIMITED,Shubham Goldiee Masale Private Limited
382,U02520TZ1981PTC001107,PREMIER EVOLVICS PRIVATE LIMITED,Premier Evolvics Private Limited
383,U02520TZ1990PLC002987,ROOTS INDUSTRIES INDIA LIMITED,Roots Industries India Limited
384,U02692MP2005PLC017865,CALDERYS INDIA REFRACTORIES LIMITED,Calderys India Refractories Limited
385,U05001TN1974SGC006597,TAMILNADU FISHERIES DEVELOPMENT CORPORATION LIMITED,Tamilnadu Fisheries Development Corporation Limited
386,U05005TG1995PLC021217,OCEAN SPARKLE LIMITED,Ocean Sparkle Limited
387,U10101WB2009PTC132132,JMS MINING SERVICES PRIVATE LIMITED,Jms Mining Services Private Limited
388,U10102CT1985GOI003161,SOUTH EASTERN COALFIELDS LIMITED,South Eastern Coalfields Limited
389,U10102MP1985GOI003160,NORTHERN COALFIELDS LIMITED,Northern Coalfields Limited
390,U13100MH1961PLC012160,MSPL LIMITED,Mspl Limited
391,U13100RJ1969SGC001263,RAJASTHAN STATE INDUSTRIAL DEVELOPMENT AND INVESTMENT CORPORATION LTD,Rajasthan State Industrial Development And Investm
392,U14210TN1978SGC007488,TAMILNADU MINERALS LIMITED,Tamilnadu Minerals Limited
393,U14219TN1955PLC000961,INDIAN POTASH LIMITED,Indian Potash Limited
394,U14220GA1996PTC002176,CHOWGULE AND COMPANY (SALT) PRIVATE LIMITED,Chowgule And Company (Salt) Private Limited
395,U14293WB1947PLC015833,VARDHAN LTD.,Vardhan Ltd.
396,U15142TN2004PTC068598,KOG-KTV FOOD PRODUCTS (INDIA) PRIVATE LIMITED,Kog-Ktv Food Products (India) Private Limited
397,U15146GJ1999PLC035320,ADANI WILMAR LIMITED,Adani Wilmar Limited
398,U15201TG1986PLC006912,CREAMLINE DAIRY PRODUCTS LTD.,Creamline Dairy Products Ltd.
399,U15201WB2002PTC191511,BRITANNIA DAIRY PRIVATE LIMITED,Britannia Dairy Private Limited
400,U15202MH1997PTC111257,NOVARTIS HEALTHCARE PRIVATE LIMITED,Novartis Healthcare Private Limited
401,U15326GJ2010PTC062115,ROQUETTE RIDDHI SIDDHI PRIVATE LIMITED,Roquette Riddhi Siddhi Private Limited
402,U15332PN2002PTC016680,B.V. BIO-CORP PRIVATE LIMITED,B.V. Bio-Corp Private Limited
403,U15410GJ1998PTC034391,DEEPKIRAN FOODS PRIVATE LIMITED,Deepkiran Foods Private Limited
404,U15410MH1991PLC135359,GODREJ AGROVET LIMITED,Godrej Agrovet Limited
405,U15412MH1974PTC017797,PARLE BISCUITS PRIVATE LIMITED,Parle Biscuits Private Limited
406,U15412WB1993PLC060191,ANMOL BISCUITS LTD,Anmol Biscuits Ltd
407,U15495KL1984PTC004002,HERBAL ISOLATES PVT LTD,Herbal Isolates Pvt Ltd
408,U15499TN1992PLC023544,TAFE ACCESS LIMITED,Tafe Access Limited
409,U16009UP2007PLC033152,PAN PARAG INDIA LIMITED,Pan Parag India Limited
410,U17110MH1938PTC010292,JAMNALAL SONS PRIVATE LIMITED,Jamnalal Sons Private Limited
411,U17111TZ1945PTC000146,PREMIER SPG AND WVG MILLS PRIVATE LIMITED,Premier Spg And Wvg Mills Private Limited
412,U17111TZ1974PLC000712,LAKSHMI RING TRAVELLERS (COIMBATORE) LIMITED,Lakshmi Ring Travellers (Coimbatore) Limited
413,U17111TZ1976PTC000755,SREE NARASIMHA TEXTILES PRIVATE LIMITED,Sree Narasimha Textiles Private Limited
414,U17111TZ1987PTC001972,PRIMA PRODUCTS PRIVATE LIMITED,Prima Products Private Limited
415,U17111TZ1994PTC005511,PREMIER MILLS PRIVATE LIMITED,Premier Mills Private Limited
416,U17117PB1990PLC014070,VMT SPINNING COMPANY LIMITED,Vmt Spinning Company Limited
417,U17120MH1926PTC001265,BACHHRAJ FACTORIES PRIVATE LIMITED,Bachhraj Factories Private Limited
418,U17120MH2007PLC173993,GRASIM BHIWANI TEXTILES LIMITED,Grasim Bhiwani Textiles Limited
419,U17122WB1991PLC053828,INFINITY INFOTECH PARKS LIMITED,Infinity Infotech Parks Limited
420,U17200DL2008PLC179117,SHINGORA TEXTILES LIMITED,Shingora Textiles Limited
421,U17219TZ1960PTC000343,LAKSHMI CARD CLOTHING MFG. COMPANY PRIVATE LIMITED,Lakshmi Card Clothing Mfg. Company Private Limited
422,U17226UP1932PTC000475,OBEETEE PRIVATE LIMITED,Obeetee Private Limited
423,U17230PB2005PLC027936,VARDHMAN YARNS AND THREADS LIMITED,Vardhman Yarns And Threads Limited
424,U17297GJ2004PTC044479,GUJARAT POLYFILMS PRIVATE LIMITED,Gujarat Polyfilms Private Limited
425,U18100AP1983PTC004085,AMARAVATHI TEXTILES PVT LTD,Amaravathi Textiles Pvt Ltd
426,U18100MH2002PTC136468,BIBA APPARELS PRIVATE LIMITED,Biba Apparels Private Limited
427,U18101DL2002PTC113704,ORIENT FASHION EXPORTS (INDIA) PRIVATE LIMITED,Orient Fashion Exports (India) Private Limited
428,U18101MH1927PTC001298,BACHHRAJ AND COMPANY PRIVATE LIMITED,Bachhraj And Company Private Limited
429,U18101MH1994PTC083056,TROPICAL CLOTHING COMPANY PRIVATE LIMITED,Tropical Clothing Company Private Limited
430,U18101RJ1996PTC012501,BMD PRIVATE LIMITED,Bmd Private Limited
431,U18101TZ2001PTC009707,J G HOSIERY PRIVATE LIMITED,J G Hosiery Private Limited
432,U18209TN1977PTC007377,A V THOMAS LEATHER & ALLIED PRODUCTS PRIVATE LIMITED,A V Thomas Leather & Allied Products Private Limited
433,U19110TN1979PTC007701,LEATHER CRAFTS (INDIA) PRIVATE LIMITED,Leather Crafts (India) Private Limited
434,U20299WB1994PLC064386,MERINO PANEL PRODUCTS LTD,Merino Panel Products Ltd
435,U21000MH2007PLC172382,BILT GRAPHIC PAPER PRODUCTS LIMITED,Bilt Graphic Paper Products Limited
436,U21010MH2005PLC153451,GAYATRISHAKTI PAPER & BOARDS LIMITED,Gayatrishakti Paper & Boards Limited
437,U21019WB1995PLC071252,SOUTH CITY PROJECTS (KOLKATA) LIMITED,South City Projects (Kolkata) Limited
438,U22110KA1948PTC000521,THE PRINTERS (MYSORE) PRIVATE LIMITED,The Printers (Mysore) Private Limited
439,U22120MH1913PLC000391,BENNETT COLEMAN AND COMPANY LIMITED,Bennett Coleman And Company Limited
440,U22121KL1889PLC000647,THE MALAYALA MANORAMA CO LTD,The Malayala Manorama Co Ltd
441,U22121PN1948PTC006177,SAKAL PAPERS PRIVATE LIMITED,Sakal Papers Private Limited
442,U22122TN1999PTC042550,TNQ BOOKS & JOURNALS PRIVATE LIMITED,Tnq Books & Journals Private Limited
443,U23200DL2005PLC213430,GREEN INFRA WIND ENERGY LIMITED,Green Infra Wind Energy Limited
444,U23201KA1997PLC032964,GMR VEMAGIRI POWER GENERATION LIMITED,Gmr Vemagiri Power Generation Limited
445,U24100DL1993PLC052285,DHANUKA LABORATORIES LIMITED,Dhanuka Laboratories Limited
446,U24100MH1978PTC020113,NAVDEEP CHEMICALS PRIVATE LIMITED,Navdeep Chemicals Private Limited
447,U24100MH2004PTC149240,HARDCASTLE PETROFER PRIVATE LIMITED,Hardcastle Petrofer Private Limited
448,U24110GJ2005PLC045564,RUDOLF ATUL CHEMICALS LIMITED,Rudolf Atul Chemicals Limited
449,U24110MH1967PLC013688,GHARDA CHEMICALS LIMITED,Gharda Chemicals Limited
450,U24110MH1993PLC070713,INDOFIL INDUSTRIES LIMITED,Indofil Industries Limited
451,U24110TG1988PLC008346,SAPTAGIR CAMPHOR LIMITED,Saptagir Camphor Limited
452,U24111TG1988PLC009231,ANDHRA PRADESH GAS POWER CORPORATION LIMITED,Andhra Pradesh Gas Power Corporation Limited
453,U24114PN2003PTC018532,CLEAN SCIENCE AND TECHNOLOGY PRIVATE LIMITED,Clean Science And Technology Private Limited
454,U24117TN1952PLC005704,DELPHI-TVS DIESEL SYSTEMS LIMITED,Delphi-Tvs Diesel Systems Limited
455,U24120MH1999PLC121009,RELIANCE VENTURES LIMITED,Reliance Ventures Limited
456,U24129OR1981PLC001020,PARADEEP PHOSPHATES LTD,Paradeep Phosphates Ltd
457,U24130MH1994PLC142451,GARWARE BESTRETCH LIMITED,Garware Bestretch Limited
458,U24200MH1989PLC051018,ADVANCED ENZYME TECHNOLOGIES LIMITED,Advanced Enzyme Technologies Limited
459,U24210KA1972PLC002255,PROMAC ENGINEERING INDUSTRIES LIMITED,Promac Engineering Industries Limited
460,U24210PN2000PLC135336,SYNGENTA INDIA LIMITED,Syngenta India Limited
461,U24230MH2004PLC149397,BIOCHEM PHARMACEUTICAL INDUSTRIES LIMITED PART IX,Biochem Pharmaceutical Industries Limited Part Ix
462,U24230MH2004PTC145390,SYNERGIA LIFE SCIENCES PRIVATE LIMITED,Synergia Life Sciences Private Limited
463,U24231DL2003PLC119441,FRESENIUS KABI ONCOLOGY LIMITED,Fresenius Kabi Oncology Limited
464,U24231GJ1985PLC007866,INTAS PHARMACEUTICALS LIMITED,Intas Pharmaceuticals Limited
465,U24231GJ1988PLC011091,AMBUJA INTERMEDIATES LIMITED,Ambuja Intermediates Limited
466,U24231GJ1991PLC015132,CADILA PHARMACEUTICALS LIMITED,Cadila Pharmaceuticals Limited
467,U24231KA1981GOI004145,KARNATAKA ANTIBIOTICS AND PHARMACEUTICALS LIMITED,Karnataka Antibiotics And Pharmaceuticals Limited
468,U24231MH1974PTC017243,AQUAPHARM CHEMICALS PRIVATE LIMITED,Aquapharm Chemicals Private Limited
469,U24231PN1981PLC024251,EMCURE PHARMACEUTICALS LIMITED,Emcure Pharmaceuticals Limited
470,U24231TZ2006PTC013159,GLOBION INDIA PRIVATE LIMITED,Globion India Private Limited
471,U24232DL2004PTC131232,LIFESTAR PHARMA PRIVATE LIMITED,Lifestar Pharma Private Limited
472,U24232MP2002PTC015293,SYMBIOTEC PHARMALAB PRIVATE LIMITED,Symbiotec Pharmalab Private Limited
473,U24233WB2002PLC094530,EMAMI AGROTECH LIMITED,Emami Agrotech Limited
474,U24239AP2005PTC047518,LAURUS LABS PRIVATE LIMITED,Laurus Labs Private Limited
475,U24239DL2006PTC144368,OTSUKA CHEMICAL (INDIA) PRIVATE LIMITED,Otsuka Chemical (India) Private Limited
476,U24239MH1953PTC029952,BAJAJ SEVASHRAM PRIVATE LIMITED,Bajaj Sevashram Private Limited
477,U24239MH1971PTC015282,UNIVERSAL MEDICARE PRIVATE LIMITED,Universal Medicare Private Limited
478,U24240GJ1980PLC003670,NIRMA LIMITED,Nirma Limited
479,U24292KA1989PTC023435,SUA EXPLOSIVES ANDACCESSORIES PRIVATE LIMITED,Sua Explosives Andaccessories Private Limited
480,U24292MH1995PLC091808,ECONOMIC EXPLOSIVES LIMITED,Economic Explosives Limited
481,U24292TG1970GOI001353,BHARAT DYNAMICS LIMITED,Bharat Dynamics Limited
482,U24297MH1991PTC248032,LUBRIZOL ADVANCED MATERIALS INDIA PRIVATE LIMITED,Lubrizol Advanced Materials India Private Limited
483,U24298TN2009PTC072270,ARCHEAN CHEMICAL INDUSTRIES PRIVATE LIMITED,Archean Chemical Industries Private Limited
484,U24299HR1962PLC007739,HINDUSTAN GUM AND CHEMICALS LIMITED,Hindustan Gum And Chemicals Limited
485,U24299HR1998PTC034086,E I DUPONT INDIA PRIVATE LIMITED,E I Dupont India Private Limited
486,U24299KL1970PLC002294,SYNTHITE INDUSTRIES LIMITED,Synthite Industries Limited
487,U25100MH1981PLC023895,PODDAR TYRES LIMITED,Poddar Tyres Limited
488,U25111KA1981PLC004112,MYSORE POLYMERS AND RUBBER PRODUCTS LIMITED,Mysore Polymers And Rubber Products Limited
489,U25111MH2007PTC172456,ATC TIRES PRIVATE LIMITED,Atc Tires Private Limited
490,U25114TZ2010PLC016201,TREADSDIRECT LIMITED,Treadsdirect Limited
491,U25193KL1966GOI002621,HLL LIFECARE LIMITED,Hll Lifecare Limited
492,U25199KL1997PTC024585,MIDAS TREADS (INDIA) PRIVATE LIMITED,Midas Treads (India) Private Limited
493,U25209MH1995PTC090037,VARROC POLYMERS PRIVATE LIMITED,Varroc Polymers Private Limited
494,U25209RJ2005PTC020449,HARMONY PLASTICS PRIVATE LIMITED,Harmony Plastics Private Limited
495,U26100MH1994PTC083938,SCHOTT KAISHA PRIVATE LIMITED,Schott Kaisha Private Limited
496,U26900GJ2012PLC069426,GUJARAT CREDO MINERAL INDUSTRIES LIMITED,Gujarat Credo Mineral Industries Limited
497,U26941KL1978SGC002975,MALABAR CEMENTS LIMITED,Malabar Cements Ltd
498,U27100DL1999PLC108350,BHUSHAN POWER & STEEL LIMITED,Bhushan Power & Steel Limited
499,U27100MH2004PTC147918,MAHALAXMI TMT PRIVATE LIMITED,Mahalaxmi Tmt Private Limited
500,U27102CT1989GOI005468,FERRO SCRAP NIGAM LIMITED,Ferro Scrap Nigam Limited
501,U27106AP1990PLC018706,UMSL LIMITED,Umsl Limited
502,U27106CT2002PLC015184,SHRI BAJRANG POWER AND ISPAT LIMITED,Shri Bajrang Power And Ispat Limited
503,U27106PN1960PLC020566,ATLAS COPCO (INDIA) LIMITED,Atlas Copco (India) Limited
504,U27108WB1995PLC071253,APEEJAY TEA LIMITED,Apeejay Tea Limited
505,U27109AP1982GOI003404,RASHTRIYA ISPAT NIGAM LIMITED,Rashtriya Ispat Nigam Ltd
506,U27109OR1982GOI001050,NEELACHAL ISPAT NIGAM LTD,Neelachal Ispat Nigam Ltd
507,U27109OR2004PLC009683,T S ALLOYS LIMITED,T S Alloys Limited
508,U27109PB1993PLC014037,AARTI INTERNATIONAL LIMITED,Aarti International Limited
509,U27109TZ1979SGC000834,TAMILNADU MAGNESITE LIMITED,Tamilnadu Magnesite Limited
510,U27109WB1996PLC082138,MSP METALLICS LIMITED,Msp Metallics Limited
511,U27200HR2007PLC037927,UTTAM GALVA METALLICS LIMITED,Uttam Galva Metallics Limited
512,U27200MH1998PTC114831,MSS INDIA PRIVATE LIMITED,Mss India Private Limited
513,U27209TN1977SGC007291,ELECTRONICS CORPORATION OF TAMILNADU LIMITED,Electronics Corporation Of Tamilnadu Limited
514,U27310HR2008PTC042218,MMTC - PAMP INDIA PRIVATE LIMITED,Mmtc - Pamp India Private Limited
515,U28120MH2000PTC128675,CHENNAI CONTAINER TERMINAL PRIVATE LIMITED,Chennai Container Terminal Private Limited
516,U28910MH1981PLC024161,MINEX METALLURGICAL COMPANY LIMITED,Minex Metallurgical Company Limited
517,U28910TN1961PLC004478,THE METAL POWDER COMPANY LIMITED,The Metal Powder Company Limited
518,U28920TN1993PTC025794,SUNDARAM DYNACAST PRIVATE LIMITED,Sundaram Dynacast Private Limited
519,U28932PN1996PTC016924,SECO TOOLS INDIA PRIVATE LIMITED,Seco Tools India Private Limited
520,U28939MH2004PTC149545,BEBITZ FLANGES WORKS PRIVATE LIMITED,Bebitz Flanges Works Private Limited
521,U28939TN1914PLC000008,ADDISON & CO. LIMITED,Addison & Co. Limited
522,U28991TZ1986PTC001816,CRAFTSMAN AUTOMATION PRIVATE LIMITED,Craftsman Automation Private Limited
523,U29120TZ1992PTC003779,FLOW LINK SYSTEMS PRIVATE LIMITED,Flow Link Systems Private Limited
524,U29120TZ1996PTC006902,C R I PUMPS PRIVATE LIMITED,C R I Pumps Private Limited
525,U29129TN1960PLC004337,TRACTORS AND FARM EQUIPMENT LIMITED.,Tractors And Farm Equipment Limited.
526,U29130MH1988PTC046951,MARATHWADA AUTO COMPO PRIVATE LIMITED,Marathwada Auto Compo Private Limited
527,U29130PN2006PTC128649,TATA AUTOCOMP HENDRICKSON SUSPENSIONS PRIVATE LIMITED,Tata Autocomp Hendrickson Suspensions Private Limited
528,U29141TN1984FTC010913,KONE ELEVATOR INDIA PRIVATE LIMITED,Kone Elevator India Private Limited
529,U29196MH1981PTC024115,EMERSON PROCESS MANAGEMENT (INDIA) PRIVATE LIMITED,Emerson Process Management (India) Private Limited
530,U29197MH1987PTC042672,FLEETGUARD FILTERS PRIVATE LIMITED,Fleetguard Filters Private Limited
531,U29199GJ1995NPL027917,NARODA ENVIRO PROJECTS LIMITED,Naroda Enviro Projects Limited
532,U29199KA1990PTC011315,VALDEL ENGINEERS AND CONSTRUCTORS PRIVATE LIMITED,Valdel Engineers And Constructors Private Limited
533,U29199MH1994PTC079939,KOCH CHEMICAL TECHNOLOGY GROUP INDIA PRIVATE LIMITED,Koch Chemical Technology Group India Private Limited
534,U29199TZ1999PLC008751,SAKTHI AUTO COMPONENT LIMITED,Sakthi Auto Component Limited
535,U29211TN2005PLC055476,TAFE MOTORS AND TRACTORS LIMITED,Tafe Motors And Tractors Limited
536,U29214DL2005PTC132107,GRIPWEL FASTENERS PRIVATE LIMITED,Gripwel Fasteners Private Limited
537,U29219AP1976SGC002071,ANDHRA PRADESH HEAVY MACHINERY AND ENGINEERING LTD,Andhra Pradesh Heavy Machinery And Engineering Ltd
538,U29219GJ1972PTC002087,ASPEE AGRO EQUIPMENT PVT LTD,Aspee Agro Equipment Pvt Ltd
539,U29219GJ1991PLC015379,ELECON EPC PROJECTS LIMITED.,Elecon Epc Projects Limited.
540,U29219MH1998PTC115973,DICKINSON FOWLER PRIVATE LIMITED,Dickinson Fowler Private Limited
541,U29221UP1989PLC010780,U P PURVA SAINIK KALYAN NIGAM LIMITED,U P Purva Sainik Kalyan Nigam Limited
542,U29244TN2005PTC058357,KOMATSU INDIA PRIVATE LIMITED,Komatsu India Private Limited
543,U29246MH1991PLC062959,THERMAX ENGINEERING CONSTRUCTION COMPANY LIMITED,Thermax Engineering Construction Company Limited
544,U29253MH2013PTC242042,SAURER TEXTILE SOLUTIONS PRIVATE LIMITED,Saurer Textile Solutions Private Limited
545,U29253TZ1981PLC001104,ELGI ULTRA INDUSTRIES LIMITED,Elgi Ultra Industries Limited
546,U29259GJ1956PLC001509,EMTICI ENGINEERING LIMITED,Emtici Engineering Limited
547,U29259GJ1979PLC003467,STERLING ABRASIVE LIMITED,Sterling Abrasives Limited
548,U29259GJ1986PLC008520,HARSHA ENGINEERS LIMITED,Harsha Engineers Limited
549,U29261MH1994PTC076139,OERLIKON TEXTILE INDIA PRIVATE LIMITED,Oerlikon Textile India Private Limited
550,U29290MH1973GAP016420,INDIAN MACHINE TOOL MANUFACTURERS ASSOCIATION,Indian Machine Tool Manufacturers Association
551,U29292DL2011FTC225628,MITSUBISHI HITACHI POWER SYSTEMS INDIA PRIVATE LIMITED,Mitsubishi Hitachi Power Systems India Private Limited
552,U29292HR2009FTC039165,CORNING TECHNOLOGIES INDIA PRIVATE LIMITED,Corning Technologies India Private Limited
553,U29299MH1964PLC013087,C.T.R. MANUFACTURING INDUSTRIES LIMITED,C.T.R. Manufacturing Industries Limited
554,U29299PN1999PTC013389,SIARA ENGINEERING PRIVATE LIMITED,Siara Engineering Private Limited
555,U29309TN1996PLC035377,HYUNDAI MOTOR INDIA LIMITED,Hyundai Motor India Limited
556,U30006TN1993PTC025830,CONTROL TECHNIQUES INDIA PRIVATE LIMITED,Control Techniques India Private Limited
