,SNo.,company,amount
0,1,Dr.Reddy'S Laboratories Ltd,"500,000,000.00"
1,2,Fresenius Kabi Oncology Limited,"179,300,000.00"
2,3,Ansal Properties And Infrastructure Limited,"38,500,000.00"
3,4,India Infoline Finance Limited,"25,000,000.00"
4,5,Ireo Private Limited,"23,902,833.00"
5,6,Dlf Limited,"22,995,000.00"
6,7,Jaquar And Company Private Limited,"18,270,045.57"
7,8,Bahadur Chand Investments Private Limited,"18,250,000.00"
8,9,Gateway Rail Freight Limited,"12,945,280.00"
9,10,Haryana State Industrial & Infrastructure Development Corporation Limited,"11,399,468.00"
10,11,Ansal Housing And Construction Limited,"10,950,000.00"
11,12,Comviva Technologies Limited,"10,881,197.00"
12,13,Desiccant Rotors International Private Limited,"10,805,021.00"
13,14,Varun Beverages Limited,"9,300,000.00"
14,15,Fluor Daniel India Private Limited,"8,416,564.00"
15,16,Ambience Private Limited,"8,200,000.00"
16,17,Boeing International Corporation India Private Limited,"8,063,994.00"
17,18,Lanco Amarkantak Power Limited,"7,500,000.00"
18,19,Unitedhealth Group Information Services Private Limited,"7,100,000.00"
19,20,Genpact India Private Limited,"6,500,000.00"
20,21,Sector 113 Gatevida Developers Private Limited,"5,806,000.00"
21,22,Maruti Suzuki India Limited,"5,700,000.00"
22,23,Sbi Cards And Payment Services Private Limited.,"5,356,450.00"
23,24,Soho Square Advertising & Marketing Communications Private Limited,"4,120,000.00"
24,25,Munjal Showa Limited,"3,786,246.88"
25,26,Dlf Assets Private Limited,"3,644,000.00"
26,27,Subros Limited,"3,620,000.00"
27,28,Bajaj Auto Limited.,"3,500,000.00"
28,29,Egon Zehnder Information And Research Services Private Limited,"3,134,600.00"
29,30,Doosan Power Systems India Private Limited,"3,087,000.00"
30,31,Spicer India Private Limited,"2,800,000.00"
31,32,Federal-Mogul Goetze (India) Limited,"2,674,000.00"
32,33,Interglobe Air Transport Limited,"2,639,000.00"
33,34,Sandhar Technologies Limited,"2,623,660.00"
34,35,Hella India Automotive Private Limited,"2,587,000.00"
35,36,Bajaj Motors Limited,"2,550,865.00"
36,37,Il&Fs; Rail Limited,"2,525,684.00"
37,38,Indiabulls Commercial Credit Limited,"2,500,000.00"
