,SNo.,company,amount
0,1,Aym Syntex Limited,"6,200,000.00"
1,2,Choksi Heraeus Private Limited,"4,200,000.00"
2,3,Ravindra Heraeus Private Limited,"4,000,000.00"
3,4,Fortune Stones Limited,"3,000,000.00"
4,5,Tata Aia Life Insurance Company Limited,"1,900,000.00"
5,6,Wolkem India Limited,"1,600,000.00"
6,7,Bajaj Holdings & Investment Limited.,"1,500,000.00"
7,8,Okasa Pharma Private Limited,"1,500,000.00"
8,9,Sbi Capital Markets Limited,"1,100,000.00"
9,10,Target Sourcing Services India Private Limited,"1,100,000.00"
10,11,Pacific Industries Limited,"1,100,000.00"
11,12,Fimakem India Limited,"1,000,000.00"
12,13,Harmony Plastics Private Limited,"700,000.00"
13,14,India Shelter Finance Corporation Limited,"600,000.00"
14,15,Sangam (India) Limited,"500,000.00"
15,16,Rajiv Plastics Private Limited,"300,000.00"
16,17,Yadu International Limited,"100,000.00"
17,18,Shiv Agrevo Ltd,"100,000.00"
18,19,Goyal Proteins Limited,"100,000.00"
19,20,Signet Industries Limited,0.00
20,21,Adroit Industries (India) Limited,0.00
21,22,Cisco Development India Private Limited,0.00
22,23,Sks Capital & Research Private Limited,0.00
