,SNo.,company,amount
0,1,Hindusthan Consultancy And Services Limited,"900,000.00"
1,2,Duli Trade & Commodities Private Limited,"700,000.00"
2,3,Insco Steels Private Limited,"600,000.00"
3,4,La Opala R G Limited,"100,000.00"
4,5,Cosmo Electro Industries Private Limited,"100,000.00"
5,6,Poddar Tyres Limited,0.00
6,7,Rajasthan Knowledge Corporation Limited,0.00
7,8,Pilani Investment And Industries Corporation Limited,0.00
8,9,Rhenus Logistics India Private Limited,0.00
