,SNo.,company,amount
0,1,Au Small Finance Bank Limited,"62,400,000.00"
1,2,Vaibhav Global Limited,"15,200,000.00"
2,3,Can Fin Homes Limited,"8,300,000.00"
3,4,Nomura Fixed Income Securities Private Limited,"7,800,000.00"
4,5,Multi Commodity Exchange Of India Limited,"6,500,000.00"
5,6,Mayur Uniquoters Limited,"5,100,000.00"
6,7,Dewan Housing Finance Corporation Limited,"4,000,000.00"
7,8,Jai Beverages Private Limited,"2,600,000.00"
8,9,Dboi Global Services Private Limited,"2,500,000.00"
9,10,K G Petro Chem Ltd,"2,500,000.00"
10,11,Fortune Marketing Private Limited,"2,500,000.00"
11,12,Compucom Software Limited,"2,300,000.00"
12,13,Cisco Systems Capital (India) Private Limited,"2,300,000.00"
13,14,Assam Edible Oils Limited,"2,200,000.00"
14,15,Sangam (India) Limited,"2,100,000.00"
15,16,Nomura Financial Advisory And Securities  (India) Private Limited,"2,000,000.00"
16,17,Sudiva Spinners Private Limited,"1,900,000.00"
17,18,Ups Jetair Express Private Limited,"1,800,000.00"
18,19,Imi Norgren Herion Private Limited,"1,700,000.00"
19,20,Man Structurals Private Limited,"1,400,000.00"
20,21,Globetrotters Educational Innoventions Private Limited,"1,400,000.00"
21,22,Aavas Financiers Limited,"1,300,000.00"
22,23,Ess Kay Fincorp Private Limited,"1,100,000.00"
23,24,Rambagh Palace Hotel Private Limited,"1,000,000.00"
24,25,Inox Leasing And Finance Limited,"1,000,000.00"
25,26,Otsuka Chemical (India) Private Limited,"900,000.00"
26,27,Veto Switchgears And Cables Limited,"900,000.00"
27,28,Radha Soami Food Products Private Limited,"700,000.00"
28,29,Idbi Capital Markets & Securities Limited,"700,000.00"
29,30,The New India Assurance Company Limited,"500,000.00"
30,31,Bhoruka Power Corporation Limited,"500,000.00"
31,32,Hdb Financial Services Limited,"500,000.00"
32,33,Pc Solutions Private Limited,"500,000.00"
33,34,Poddar Pigments Limited,"400,000.00"
34,35,Tourism Finance Corporation Of India Limited,"300,000.00"
35,36,Bajrang Wire Products (India) Private Limited,"200,000.00"
36,37,Gracure Pharmaceuticals Limited,"200,000.00"
37,38,Genus Electrotech Limited,"200,000.00"
38,39,Rajasthan Electronics And Instruments Ltd,"200,000.00"
39,40,Power Grid Corporation Of India Limited,"100,000.00"
40,41,Kaygee Holdings Pvt Ltd,"100,000.00"
41,42,Rajasthan Knowledge Corporation Limited,0.00
42,43,Central India Industries Ltd.,0.00
43,44,Jaipur Metro Rail Corporation Limited,0.00
44,45,Indian Renewable Energy Development Agen Cy Limited,0.00
45,46,Sanwaria Sweets Private Limited,0.00
46,47,Universal Trading Co.Ltd.,0.00
47,48,Cisco Development India Private Limited,0.00
