,SNo.,company,amount
0,1,Power Grid Corporation Of India Limited,"2,600,000.00"
1,2,Dmi Finance Private Limited,"2,000,000.00"
2,3,Il&Fs; Tamil Nadu Power Company Limited,"1,500,000.00"
3,4,Infrastructure Leasing And Financial Services Limited,"500,000.00"
4,5,Alkem Laboratories Limited,"200,000.00"
5,6,S. E. Investments Limited,0.00
6,7,Rodic Consultants Private Limited,0.00
7,8,Hsbc Investdirect Financial Services (India) Limited,0.00
8,9,Edelweiss Global Wealth Management Limited,0.00
9,10,Avant Garde Cleanroom & Engg. Solutions Private Limited,0.00
