,SNo.,company,amount
0,1,Bayer Cropscience Limited,"6,830,000.00"
1,2,The Bombay Dyeing And Manufacturing Company Limited,"3,800,000.00"
2,3,Honeycomb Logistics Private Limited,"2,628,796.54"
3,4,Trafigura Global Services Private Limited,"2,500,000.00"
4,5,Infrastructure Leasing And Financial Services Limited,"2,051,070.00"
5,6,Voltas Limited,"2,000,000.00"
6,7,Nitco Logistics Private Limited,"1,695,710.00"
7,8,Te Connectivity India Private Limited,"750,000.00"
8,9,Manugraph India Limited,"600,000.00"
9,10,Franklin Templeton Asset Management (India) Private Limited,"595,305.00"
10,11,Chennai Container Terminal Private Limited,"570,000.00"
11,12,Tata Capital Housing Finance Limited,"506,000.00"
12,13,Power Grid Corporation Of India Limited,"500,000.00"
13,14,Allcargo Logistics Limited,"500,000.00"
14,15,Indian Potash Limited,"500,000.00"
15,16,Cma Cgm Logistics Park (Dadri) Private Limited,"500,000.00"
16,17,Nyk Line (India) Private Limited,"480,000.00"
17,18,Integral Biosciences Private Limited,"300,000.00"
18,19,Thermax Limited.,"200,000.00"
19,20,Ludhiana Beverages Private Limited,"168,000.00"
20,21,Rushil Decor Limited,"120,000.00"
21,22,Enam Asset Management Company Private Lmited,"104,690.00"
22,23,Sukhjit Starch And Chemicals Ltd,"102,000.00"
23,24,Indo- National Limited,"46,056.00"
24,25,Reliance Ventures Limited,"36,000.00"
25,26,Williams Lea India Private Limited,"30,000.00"
26,27,Copal Research India Private Limited,"30,000.00"
27,28,Yesha Electricals Private Limited,"25,000.00"
28,29,Universal Medicare Private Limited,2.00
29,30,San Engineering And Locomotive Company Limited.,0.00
