,SNo.,company,amount
0,1,Sundaram -Clayton Limited,"174,300,000.00"
1,2,S.G.P.Exim Private Limited,"10,200,000.00"
2,3,Gerdau Steel India Private Limited,"3,700,000.00"
3,4,Om Telecom Logistics Private Limited,"1,425,000.00"
