,SNo.,company,amount
0,1,Ccl Products (India) Limited,"16,019,000.00"
1,2,Natco Pharma Limited,"5,531,000.00"
2,3,Sri Dhanalakshmi Cotton And Rice Mills Private Limited,"5,200,000.00"
3,4,Gmr Power Corporation Limited,"5,038,934.00"
4,5,Microsoft India (R&D;) Private Limited,"4,210,000.00"
5,6,Jocil Limited,"4,000,000.00"
6,7,Amaravathi Textiles Pvt Ltd,"3,005,000.00"
7,8,Bhavya Cements Limited,"2,900,000.00"
8,9,Bayer Cropscience Limited,"2,850,000.00"
9,10,Power Grid Corporation Of India Limited,"1,640,000.00"
10,11,Granules India Limited,"1,000,000.00"
11,12,Dte Exports Pvt Ltd,"700,000.00"
12,13,Shri Shakti Schools Pvt Ltd.,"550,000.00"
13,14,Srinivasa Hatcheries Limited,"500,000.00"
14,15,Vijayawada Tollway Private Limited,"184,345.00"
15,16,Sri Venkata Sivaparvathi Spinning Mills Private Limited,"140,000.00"
16,17,Sidhhartha Corporation Private Limited,"77,617.00"
17,18,Sri Nukala Rama Koteswara Rao Textiles Private Limited,0.00
