,SNo.,company,amount
0,1,Ntpc Limited,"145,581,000.00"
1,2,Rashtriya Ispat Nigam Ltd,"89,993,000.00"
2,3,Hetero Labs Limited,"26,100,000.00"
3,4,Laurus Labs Private Limited,"13,352,835.00"
4,5,Hetero Drugs Limited,"10,077,582.00"
5,6,Godrej Agrovet Limited,"5,000,000.00"
6,7,Hinduja National Power Corporation Ltd,"3,399,000.00"
7,8,Visakha Container Terminal Private Limited,"1,693,996.00"
8,9,Power Grid Corporation Of India Limited,"1,648,000.00"
9,10,Sarat Chatterjee & Co (Visakhapatnam) Pvt Ltd,"1,541,832.00"
10,11,Prolifics Corporation Limited,"1,373,000.00"
11,12,Rhi Clasil Private Limited,"1,231,450.00"
12,13,Avantel Limited,"963,519.00"
13,14,Bothra Shipping Services Private Limited,"936,124.00"
14,15,Sree Akkamamba Textiles Ltd,"767,587.00"
15,16,Amaravathi Textiles Pvt Ltd,"500,000.00"
16,17,Premier Explosives Limited,"100,000.00"
17,18,Power Finance Corporation Limited,"80,000.00"
18,19,Devi Sea Foods Limited,11.25
19,20,Applabs Technologies Private Limited,0.00
