,SNo.,company,amount
0,1,Bharat Aluminium Co Ltd,"41,800,000.00"
1,2,Ntpc Limited,"18,310,000.00"
2,3,Godawari Power And Ispat Limited,"16,079,000.00"
3,4,Shri Bajrang Power And Ispat Limited,"4,152,819.00"
4,5,Power Grid Corporation Of India Limited,"2,182,000.00"
5,6,Shri Ashutosh Structures Private Limited,"1,100,000.00"
6,7,Sarda Energy & Minerals Limited,"747,000.00"
7,8,Avinash Developers Private Limited,"700,000.00"
8,9,Mahamaya Steel Industries Limited,"330,682.00"
9,10,The South Indian Bank Limited,"200,000.00"
10,11,Chhattisgarh Rajya Van Vikas Nigam Limited,0.00
11,12,Jade Blue Lifestyle India Limited,0.00
