,SNo.,company,amount
0,1,Central Coalfields Limited,"45,496,000.00"
1,2,National Insurance Co Ltd,"3,750,000.00"
2,3,Nbcc (India) Limited,"3,498,000.00"
3,4,Ram Kripal Singh Construction Private Limited,"3,024,993.00"
4,5,Abb India Limited,"3,000,000.00"
5,6,Mecon Limited,"2,904,000.00"
6,7,Himatsingka Seide Limited.,"1,500,000.00"
7,8,Tata Aig General Insurance Company Limited,"1,436,000.00"
8,9,Fineotex Chemical Limited,"400,000.00"
9,10,Dynamic Prestress Projects And Services Private Limited,"301,002.00"
10,11,Rodic Consultants Private Limited,"300,000.00"
11,12,Bridge & Roof Co (India) Ltd,"250,000.00"
12,13,Wipro Ge Healthcare Private Limited,"200,000.00"
13,14,Kelvion India Private Limited,"200,000.00"
14,15,Bhilwara Infotechnology Limited,"120,000.00"
15,16,Igopl Offshore Private Limited,"100,000.00"
16,17,Rungta Mines Limited,"12,400.00"
17,18,Shivam Autotech Limited,0.00
18,19,Clsa Technology & Services Private Limited,0.00
