,SNo.,company,amount
0,1,Idfc Limited,"2,258,167.20"
1,2,Pnb Housing Finance Limited,"741,606.00"
2,3,Danieli Corus India Private Limited,"500,000.00"
3,4,Chirag Assocaites Private Limited,"350,000.00"
4,5,Otsuka Chemical (India) Private Limited,"245,000.00"
5,6,Avalokiteshvar Valinv Limited,"200,000.00"
6,7,Tourism Finance Corporation Of India Limited,"100,000.00"
7,8,Indian Railway Catering And Tourism Corporation Limited,"76,594.00"
8,9,Anika International Private Limited,"54,000.00"
9,10,Firefox Bikes Private Limited,0.00
