,SNo.,company,amount
0,1,Rites Limited,"20,000,000.00"
1,2,Vijay Television Private Limited,"10,000,000.00"
2,3,Apollo Trading And Finance Private Limited,"8,950,000.00"
3,4,Power System Operation Corporation Limited,"6,636,408.00"
4,5,Riviera Home Furnishings Private Limited,"6,201,000.00"
5,6,Motilal Oswal Financial Services Limited,"5,290,000.00"
6,7,Lifestar Pharma Private Limited,"5,000,000.00"
7,8,Globe Fincap Limited.,"5,000,000.00"
8,9,Oriflame India Private Limited,"4,500,000.00"
9,10,Triburg Consultants Private Limited,"4,450,000.00"
10,11,Passionate Investment Management Private  Limited,"4,070,000.00"
11,12,Johnson Matthey Chemicals India Private Limited,"4,000,000.00"
12,13,Hughes Communications India Limited,"3,939,000.00"
13,14,Mmtc - Pamp India Private Limited,"3,850,000.00"
14,15,Citicorp Finance (India) Limited,"3,000,000.00"
15,16,Entertainment Network (India) Limited,"2,343,200.00"
16,17,Upl Limited,"2,000,000.00"
17,18,Radico Khaitan Limited,"2,000,000.00"
18,19,Sandisk India Device Design Centre Private Limited,"1,502,566.00"
19,20,S R C Aviation Private Limited,"1,236,395.00"
20,21,Microsoft Research Lab India Private Limited,"1,128,300.00"
21,22,Vlcc Personal Care Limited,"1,069,389.00"
22,23,Dlf Limited,"1,000,000.00"
23,24,Renaissance Asset Management Company Private Limited,"1,000,000.00"
24,25,J Mitra And Co Private Limited,"1,000,000.00"
25,26,Fluor Daniel India Private Limited,"925,258.00"
26,27,Biba Apparels Private Limited,"665,200.00"
27,28,Omron Automotive Components India Private Limited.,"600,000.00"
28,29,Hero Corporate Service Private Limited,"554,000.00"
29,30,Indian Railway Catering And Tourism Corporation Limited,"537,200.00"
30,31,H-One India Private Limited,"500,000.00"
31,32,Vlcc Health Care Limited,"450,000.00"
32,33,Qed Agro Systems Private Limited,"400,000.00"
33,34,Intertek India Private Limited,"373,372.00"
34,35,Mohan Overseas Private Limited,"369,000.00"
35,36,The State Trading Corporation Of India Limited,"350,000.00"
36,37,Uflex Limited,"337,000.00"
37,38,Raghu Trading And Investment Company Private Limited,"300,000.00"
38,39,Zs Associates India Private Limited,"284,400.00"
39,40,Liberty Shoes Limited,"281,858.00"
40,41,Forech India Private Limited,"275,000.00"
41,42,Asian Hotels (West) Limited,"250,000.00"
42,43,Ansys Software Private Limited,"196,631.00"
43,44,Tourism Finance Corporation Of India Limited,"190,000.00"
44,45,Integral Biosciences Private Limited,"150,000.00"
45,46,Gupshup Technology India Private Limited,"115,000.00"
46,47,Shivam Autotech Limited,"111,000.00"
47,48,Religare Housing Development Finance Corporation Limited,"109,400.00"
48,49,Dhanuka Laboratories Limited,"100,000.00"
49,50,Avendus Capital Private Limited,"99,000.00"
50,51,Apt Infrastructure Private Limited,"80,000.00"
51,52,Sugam Parivahan Private Limited,"50,000.00"
52,53,Godawari Power And Ispat Limited,"30,000.00"
53,54,Seven Islands Shipping Limited,"25,000.00"
54,55,Distant Frontiers Tours Private Limited,"23,049.00"
55,56,Tata Power Trading Company Limited,"23,000.00"
56,57,Orient Fashion Exports (India) Private Limited,"21,000.00"
57,58,Sling Media Private Limited,"20,000.00"
58,59,M.N. Dastur & Company (P) Ltd.,"19,000.00"
59,60,Ganesha Ecosphere Limited,"10,000.00"
60,61,Sita Information Networking Computing (India) Private Limited,0.00
61,62,Beardsell Limited,0.00
62,63,Sunworld Developers Private Limited,0.00
63,64,Moody International (India) Private Limited,0.00
