,SNo.,company,amount
0,1,Godfrey Phillips India Limited,"15,000,000.00"
1,2,Jindal Saw Limited,"14,202,000.00"
2,3,Ambuja Neotia Holdings Private Limited,"6,000,000.00"
3,4,Mita India Private Limited,"4,548,000.00"
4,5,Power System Operation Corporation Limited,"2,575,750.00"
5,6,Nikon India Private Limited,"2,266,000.00"
6,7,Iqor India Services Private Limited,"2,046,703.00"
7,8,Marion Biotech Private Limited,"1,700,000.00"
8,9,Marketopper Securities Private Limited,"1,300,000.00"
9,10,P S Atree And Co Private Limited,"1,200,000.00"
10,11,Fena Private Limited,"766,000.00"
11,12,Interocean Shipping (India) Private Limited,"400,000.00"
12,13,Kotak Mahindra Bank Limited,"250,000.00"
13,14,Intec Capital Limited,"235,000.00"
14,15,My Healthskape Medicals Private Limited,"100,000.00"
15,16,Anika International Private Limited,"54,000.00"
16,17,Mohan Overseas Private Limited,"51,000.00"
17,18,Citland Commercial Credits Limited,0.00
