,SNo.,company,amount
0,1,The Kerala Minerals And Metals Limited,"2,822,501.00"
1,2,Nyk Auto Logistics (India) Private Limited,"685,232.00"
2,3,Sirmaxo Chemicals Pvt Ltd,"300,000.00"
3,4,Svitzer Hazira Private Limited,"145,233.00"
4,5,Gujarat Jhm Hotels Limited,"50,000.00"
5,6,Vijay Tanks And Vessels Private Limited,"6,000.00"
