,SNo.,company,amount
0,1,Cochin International Airport Limited,"74,068,600.00"
1,2,Cochin Shipyard Limited,"42,010,000.00"
2,3,Kitex Garments Limited,"31,969,606.00"
3,4,Muthoot Finance Limited,"6,870,474.00"
4,5,Kitex Childrenswear Limited,"6,317,365.03"
5,6,U A E Exchange And Financial Services Limited,"5,515,309.00"
6,7,Kalyan Jewellers India Limited,"5,000,000.00"
7,8,Cochin Minerals And Rutile Ltd,"4,818,120.00"
8,9,Joyalukkas India Private Limited,"4,613,000.00"
9,10,Sfo Technologies Private Limited,"4,408,000.00"
10,11,O E N India Ltd,"3,579,830.00"
11,12,Arjuna Natural Extracts Ltd,"3,219,100.00"
12,13,Muthoot Fincorp Limited,"3,119,710.00"
13,14,Lakeshore Hospital And Research Centre Limited,"3,098,395.00"
14,15,Mathrubhumi Printing And Publishing Co Ltd,"1,599,000.00"
15,16,Muthoottu Mini Financiers Limited,"1,200,000.00"
16,17,Kitco Limited,"1,034,216.00"
17,18,Benzo Chem Industries Pvt Ltd,"1,000,000.00"
18,19,Fragomen Immigration Services India Private Limited,"1,000,000.00"
19,20,Anna Aluminium Company Private Limited,"975,000.00"
20,21,Dynamic Techno Medicals Private Limited,"919,836.00"
21,22,Eastern Condiments Private Limited,"730,000.00"
22,23,Cii Guardian International Limited,"730,000.00"
23,24,Suyati Technologies Private Limited,"600,000.00"
24,25,Aromatic Ingredients Private Limited,"500,000.00"
25,26,Sree Sakthi Paper Mills Limited,"325,000.00"
26,27,Muthoot Vehicle & Asset Finance Limited,"250,000.00"
27,28,Fci Oen Connectors Limited,"241,900.00"
28,29,Bluewater Foods And Exports Private Limited,"5,000.00"
29,30,Ksb Mil Controls Limited,"1,600.00"
30,31,Fertilisers And Chemicals Travancore Ltd,0.00
31,32,Cherian Varkey Construction Company Private Limited,0.00
