,SNo.,company,amount
0,1,Gujarat Mineral Development Corporation Limited,"342,627,000.00"
1,2,Cadila Healthcare Limited,"105,100,000.00"
2,3,Torrent Pharmaceuticals Ltd,"75,000,000.00"
3,4,Icici Bank Limited,"54,000,000.00"
4,5,Nirma Limited,"41,800,000.00"
5,6,Torrent Power Limited,"25,000,000.00"
6,7,Adani Enterprises Limited,"19,600,000.00"
7,8,Adani Gas Limited,"16,600,000.00"
8,9,Astral Poly Technik Limited,"16,000,000.00"
9,10,Zydus Wellness Limited,"12,900,000.00"
10,11,Ganesh Housing Corporation Limited,"12,264,317.00"
11,12,Roquette Riddhi Siddhi Private Limited,"10,700,000.00"
12,13,Ferromatik Milacron India Private Limited,"9,833,490.00"
13,14,Nandan Denim Limited,"7,828,359.00"
14,15,Adani Wilmar Limited,"7,500,000.00"
15,16,Harsha Engineers Limited,"7,000,000.00"
16,17,Gsp Crop Science Private Limited,"5,998,000.00"
17,18,Gruh Finance Limited,"5,367,050.00"
18,19,Adani Infra (India) Limited,"5,100,000.00"
19,20,Gujarat Tea Processors And Packers Limited,"5,077,000.00"
20,21,India Infoline Finance Limited,"5,000,000.00"
21,22,Cliantha Research Limited,"5,000,000.00"
22,23,Pricewaterhousecoopers Private Limited,"5,000,000.00"
23,24,Hindustan Gum And Chemicals Limited,"5,000,000.00"
24,25,Gujarat State Investment Limited,"4,199,636.00"
25,26,Sterling Abrasives Limited,"3,852,000.00"
26,27,Biochem Pharmaceutical Industries Limited Part Ix,"3,550,000.00"
27,28,Parle Biscuits Private Limited,"2,978,000.00"
28,29,E-Infochips Limited,"2,600,000.00"
29,30,Kog-Ktv Food Products (India) Private Limited,"2,520,000.00"
30,31,Fisher Biopharma Services (India) Private Limited,"2,273,000.00"
31,32,Snl Financial (India) Private Limited,"2,064,596.00"
32,33,Pramol Traders Holdings Private Limited,"2,000,000.00"
33,34,Vimalachal Print And Pack Pvt Ltd,"1,920,111.00"
34,35,German Remedies Limited,"1,760,000.00"
35,36,Parker Bullion Private Limited,"1,751,000.00"
36,37,Resinova Chemie Limited,"1,689,000.00"
37,38,Metroglobal Limited,"1,556,000.00"
38,39,Maharashtra Eastern Grid Power Transmission Company Limited,"1,500,000.00"
39,40,Kikani Exports Private Limited,"1,500,000.00"
40,41,Naroda Enviro Projects Limited,"1,481,792.00"
41,42,Khandwala Enterprise Private Limited,"1,300,000.00"
42,43,Montecarlo Limited,"1,111,000.00"
43,44,Oc Specialities Private Limited,"1,100,000.00"
44,45,Hitachi Hi-Rel Power Electronics Private Limited,"1,090,000.00"
45,46,Ambuja Neotia Holdings Private Limited,"1,000,000.00"
46,47,Ambuja Intermediates Limited,"938,311.00"
47,48,Mastercard Mobile Transactions Solutions Private Limited,"820,950.00"
48,49,Suraj Limited,"800,750.00"
49,50,Tgb Banquets And Hotels Limited,"758,000.00"
50,51,Panama Petrochem Limited,"711,000.00"
51,52,Aries Organics Private Limited,"700,000.00"
52,53,Kifs Securities Private Limited,"692,000.00"
53,54,Inspiron Engineering Private Limited,"636,000.00"
54,55,Arvindbhai Bechardas Jewellers Private Limited,"464,211.00"
55,56,Best It World (India) Private Limited,"400,000.00"
56,57,Silver Touch Technologies Limited,"310,529.00"
57,58,Reliance Ventures Limited,"288,000.00"
58,59,Music Broadcast Limited,"274,000.00"
59,60,Dishman Pharmaceuticals And Chemicals Limited,"250,000.00"
60,61,Intas Pharmaceuticals Limited,"250,000.00"
61,62,Rushil Decor Limited,"235,401.00"
62,63,Tata Housing Development Company Limited,"200,000.00"
63,64,Sai Consulting Engineers Private Limited,"150,000.00"
64,65,Gujarat Credo Mineral Industries Limited,"150,000.00"
65,66,Transformers And Rectifiers (India) Limited,"136,000.00"
66,67,Cadila Pharmaceuticals Limited,"102,000.00"
67,68,Sundaram Bnp Paribas Home Finance Limited,"100,000.00"
68,69,Manpasand Beverages Limited,"100,000.00"
69,70,Sugam Parivahan Private Limited,"100,000.00"
70,71,Smec (India) Private Limited,"98,000.00"
71,72,Omni Lens Pvt Ltd,"67,416.00"
72,73,Hitachi Home And Life Solutions (India ) Limited,"41,000.00"
73,74,Nj Indiainvest Private Limited,"25,000.00"
74,75,Maheshwari (Thaltej) Complex Private Limited,"16,500.00"
75,76,Mink Tradecom Private Limited,"15,000.00"
76,77,Universal Medicap Limited,"10,000.00"
77,78,Zen Tradelink Private Limited,1.00
78,79,Rohan Dyes And Intermediates Ltd,0.00
