,SNo.,company,amount
0,1,Reliance Ports And Terminals Limited,"35,000,000.00"
1,2,Gujarat Power Corporation Limted,"17,000,000.00"
2,3,Gujarat Energy Transmission Corporation Limited,"813,886.00"
3,4,Ankit Gems Private Limited,"45,000.00"
4,5,Reliance Ventures Limited,"36,000.00"
