,SNo.,company,amount
0,1,Torrent Pharmaceuticals Ltd,"56,500,000.00"
1,2,Shree Ramkrishna Exports Private Limited,"47,156,000.00"
2,3,Gujarat Industries Power Company Ltd.,"33,716,000.00"
3,4,Jivraj Tea Limited,"10,000,000.00"
4,5,Ntpc Limited,"8,834,000.00"
5,6,Essar Ports Limited,"6,861,000.00"
6,7,Spectrum Dyes And Chemicals Private Limited,"6,050,000.00"
7,8,Arjav Diamonds (India) Private Limited,"5,100,000.00"
8,9,Ankit Gems Private Limited,"4,650,000.00"
9,10,Godhani Gems Private Limited,"4,300,000.00"
10,11,Kalamandir Jewellers Limited,"4,000,000.00"
11,12,Sumeet Industries Limited,"3,300,000.00"
12,13,Manish Packaging Private Limited,"3,093,000.00"
13,14,Aaiswarya Dyeing Mills Private Limited,"2,007,000.00"
14,15,Navin Fluorine International Limited,"1,696,000.00"
15,16,Garden Silk Mills Limited,"1,583,000.00"
16,17,Poddar Tyres Limited,"814,000.00"
17,18,Reliance Ventures Limited,"648,000.00"
18,19,Betex India Limited (Co Tr From Maha ),"167,000.00"
19,20,Nj Indiainvest Private Limited,"100,000.00"
20,21,Dakshin Gujarat Vij Company Limited,"35,000.00"
21,22,Gujarat Polyfilms Private Limited,0.00
22,23,Kiranmani Diamonds Private Limited,0.00
23,24,Power Grid Corporation Of India Limited,0.00
24,25,Kiran Gems Private Limited,0.00
