,SNo.,company,amount
0,1,Sanghi Industries Limited,"13,600,000.00"
1,2,Bombay Minerals Limited,"10,300,000.00"
2,3,Agrocel Industries Private Limited,"7,700,000.00"
3,4,Edelweiss Financial Services Limited,"3,900,000.00"
4,5,Genus Electrotech Limited,"1,000,000.00"
5,6,Fiem Industries Limited,"1,000,000.00"
6,7,Tokyo Plast International Ltd,"800,000.00"
7,8,Kirloskar Ferrous Industries Ltd,"800,000.00"
8,9,Honeycomb Logistics Private Limited,"500,000.00"
9,10,Swiss Singapore India Private Limited,"100,000.00"
10,11,Precision Plastic Industries Private Limited,0.00
