,SNo.,company,amount
0,1,J. M. Huber India Private Limited,"3,400,000.00"
1,2,Solvay Specialities India Private Limited,"2,800,000.00"
2,3,K Patel Chemo-Pharma Private Limited,"2,300,000.00"
3,4,Alkem Laboratories Limited,"900,000.00"
4,5,Schott Glass India Private Limited,"800,000.00"
5,6,Icpa Health Products Ltd,"800,000.00"
6,7,Navdeep Chemicals Private Limited,"500,000.00"
7,8,Survival Technologies Private Limited,"200,000.00"
8,9,K Patel Dye-Chem Industries Private Limited,"100,000.00"
9,10,Zcl Chemicals Limited,"100,000.00"
10,11,Vijay Tanks And Vessels Private Limited,0.00
11,12,Payal Properties Private Limited,0.00
12,13,Subhasri Pigments Private Limited,0.00
