,SNo.,company,amount
0,1,Gujarat Road And Infrastructure Company Limited,"4,500,000.00"
1,2,Power High Engineers Private Limited,"3,900,000.00"
2,3,Amba Township Private Limited,"1,500,000.00"
3,4,Gruh Finance Limited,"800,000.00"
4,5,Shantikrupa Estates Private Limited,"700,000.00"
5,6,E-Infochips Limited,"500,000.00"
6,7,East India Commodites Private Limited,"300,000.00"
7,8,Macro Bars And Wires (India) Pvt Ltd,"200,000.00"
8,9,Amrapali Industries Limited,"200,000.00"
9,10,Universal Medicap Limited,"100,000.00"
10,11,East India Securities Ltd,"100,000.00"
11,12,Shilp Gravures Limited,0.00
12,13,Udhay-Vj Realty Private Limited,0.00
