,SNo.,company,amount
0,1,M3 Investment Private Limited,"20,000,000.00"
1,2,Minix Holdings Private Limited,"8,700,000.00"
2,3,Bisleri International Private Limited,"5,700,000.00"
3,4,Rbl Bank Limited,"5,300,000.00"
4,5,Hardcastle Petrofer Private Limited,"3,600,000.00"
5,6,Shree Ajit Pulp And Paper Limited,"3,200,000.00"
6,7,Sarna Chemicals Private Limited,"3,200,000.00"
7,8,Bilakhia Holdings Private Limited,"2,600,000.00"
8,9,Poddar Tyres Limited,"2,500,000.00"
9,10,India Infoline Housing Finance Limited,"2,500,000.00"
10,11,Mitsu Private Limited,"2,000,000.00"
11,12,Mixon Holdings Private Limited,"1,900,000.00"
12,13,Payal Properties Private Limited,"1,200,000.00"
13,14,Vapi Care Pharma Private Limited,"1,100,000.00"
14,15,Golkunda Diamonds And Jewellery Limited,"1,000,000.00"
15,16,Marco Private Limited,"1,000,000.00"
16,17,K Patel Phyto Extractions Private Limited,"600,000.00"
17,18,Khemani Distilleries Private Limited,"500,000.00"
18,19,Marco Infrastructure Holdings Private Limited,"500,000.00"
19,20,Jaysynth Dyestuff (India) Limited,"400,000.00"
20,21,Shri Damodar Yarn Manufacturing Pvt Ltd,"400,000.00"
21,22,Supreme Treon Private Limited,"300,000.00"
22,23,Novex Poly Films Private Limited,"300,000.00"
23,24,Bharat Resins Private Limited,"300,000.00"
24,25,Prasad Koch Technik Private Limited,"300,000.00"
25,26,Venus India Asset-Finance Private Limited,"200,000.00"
26,27,Kryfs Power Components Limited,"100,000.00"
27,28,Supreme Nonwoven Industries Private Limited,"100,000.00"
28,29,Kei Industries Limited,"100,000.00"
29,30,Prasad Gwk Cooltech Private Limited,0.00
30,31,Dhanki Securities Private Limited,0.00
31,32,Hema Dyechem Private Limited,0.00
32,33,United Office Systems Private Limited,0.00
