,SNo.,company,amount
0,1,Nj Indiainvest Private Limited,"20,500,000.00"
1,2,Shairu Gems Diamonds Private Limited,"3,400,000.00"
2,3,Manish Packaging Private Limited,"2,900,000.00"
3,4,Sim Diam Private Limited,"2,500,000.00"
4,5,Oriental Containers Limited,"2,000,000.00"
5,6,Blue Star Diamonds Private Limited,"1,900,000.00"
6,7,Gujarat Polyfilms Limited,"1,500,000.00"
7,8,Sumeet Industries Limited,"1,400,000.00"
8,9,Rivaa Exports Limited,"1,400,000.00"
9,10,Garden Silk Mills Limited,"1,200,000.00"
10,11,Zota Health Care Limited,"1,000,000.00"
11,12,Surya Exim Limited,"1,000,000.00"
12,13,Poddar Tyres Limited,"1,000,000.00"
13,14,Ganga Fashions Private Limited,"800,000.00"
14,15,Surat Textile Mills Limited,"500,000.00"
15,16,Supreme (India) Impex Ltd,"500,000.00"
16,17,Jainam Share Consultants Private Limited,"500,000.00"
17,18,Tirupati Medicare Limited,"400,000.00"
18,19,Betex India Limited (Co Tr From Maha ),"300,000.00"
19,20,Navin Fluorine International Limited,"100,000.00"
20,21,Gujarat Enviro-Protection And Infrastructure(Haryana) Private Limited,"100,000.00"
21,22,Novex Poly Films Private Limited,"100,000.00"
22,23,Datta Projects Private Limited,0.00
23,24,Span Divergent Limited,0.00
24,25,Hi-Shine Inks Private Limited,0.00
25,26,Alpha Plastomers Private Limited,0.00
26,27,Spectrum Johnson Tiles Private Limited,0.00
27,28,Shree Ajit Pulp And Paper Limited,0.00
28,29,Sml Films Limited,0.00
29,30,Moldex Composites Private Limited,0.00
