,SNo.,company,amount
0,1,Bharat Heavy Electricals Limited,"226,600,000.00"
1,2,Patanjali Ayurved Limited,"57,500,000.00"
2,3,Akums Drugs And Pharmaceuticals Limited,"32,000,000.00"
3,4,Munjal Showa Limited,"7,700,000.00"
4,5,Hero Corporate Service Private Limited,"4,100,000.00"
5,6,C&S; Electric Limited,"2,000,000.00"
6,7,Express Newspapers Private Limited,"1,500,000.00"
7,8,Wipro Enterprises Private Limited,"1,300,000.00"
8,9,Forace Polymers Private Limited,"1,200,000.00"
9,10,Harman Finochem Limited,"1,100,000.00"
10,11,Bic-Cello Exports Private Limited,"1,100,000.00"
11,12,Hillways Construction Company Private Limited,"1,100,000.00"
12,13,Usha Breco Limited,"600,000.00"
13,14,Napino Auto And Electronics Limited,"500,000.00"
14,15,Tcpl Packaging Limited,"400,000.00"
15,16,Cello Tips And Pens Private Limited,"300,000.00"
16,17,Genus Power Infrastructures Limited,"300,000.00"
17,18,Cello Writing Instruments And Containers Private Limited,"100,000.00"
18,19,Bajaj Motors Limited,0.00
19,20,Naini Tissues Limited,0.00
20,21,Ircon International Limited,0.00
21,22,Roto Pumps Limited,0.00
22,23,A G Industries Pvt Ltd,0.00
23,24,Pentek Pen And Stationery Private Limited,0.00
