,SNo.,company,amount
0,1,Sheel Chand Agroils Private Limited,"9,100,000.00"
1,2,Innovative Textiles Limited,"1,700,000.00"
2,3,Polyplex Corporation Limited,"1,600,000.00"
3,4,Kashi Vishwanath Textile Mill Private Limited,"500,000.00"
4,5,Naini Tissues Limited,"100,000.00"
5,6,Naini Papers Limited,0.00
6,7,Pioneer Polyleathers Limited,0.00
