,SNo.,company,amount
0,1,Kovai Medical Center And Hospital Limited,"13,800,000.00"
1,2,Cholamandalam Investment And Finance Company Limited,"10,100,000.00"
2,3,Sakthi Auto Component Limited,"6,700,000.00"
3,4,Equitas Small Finance Bank Limited,"5,400,000.00"
4,5,Ambika Cotton Mills Limited,"4,700,000.00"
5,6,C R I Pumps Private Limited,"4,700,000.00"
6,7,Super Sales India Limited,"4,300,000.00"
7,8,Robert Bosch Engineering And Business Solutions Private Limited,"4,300,000.00"
8,9,Roots Multi Clean Limited,"4,200,000.00"
9,10,Roots Industries India Limited,"3,300,000.00"
10,11,Lakshmi Cargo Company Limited,"3,200,000.00"
11,12,Eye Foundation Limited,"2,900,000.00"
12,13,Gilbarco Veeder Root India Private Limited,"2,800,000.00"
13,14,Sri Krishna Pharmaceuticals Limited,"2,800,000.00"
14,15,Sri Ranganathar Industries Private Limited,"2,800,000.00"
15,16,Kikani Exports Private Limited,"2,700,000.00"
16,17,Aditya Birla Finance Limited,"2,500,000.00"
17,18,Elgi Rubber Company Limited,"2,400,000.00"
18,19,Lakshmi Electrical Control Systems Limited,"2,300,000.00"
19,20,Lakshmi Ring Travellers (Coimbatore) Limited,"2,300,000.00"
20,21,Sree Annapoorna Sree Gowrishankar Hotels  Private Limited,"2,200,000.00"
21,22,Lakshmi Life Sciences Limited,"2,200,000.00"
22,23,Lakshmi Card Clothing Mfg. Company Private Limited,"2,200,000.00"
23,24,A B T Limited,"2,000,000.00"
24,25,Encee Aromatics Private Limited,"2,000,000.00"
25,26,Elgi Sauer Compressors Limited,"2,000,000.00"
26,27,Janatics India Private Limited,"1,900,000.00"
27,28,Aerospace Materials Private Limited,"1,900,000.00"
28,29,Jacobi Carbons India Private Limited,"1,600,000.00"
29,30,Elgi Electric And Industries Limited,"1,600,000.00"
30,31,Elgi Ultra Industries Limited,"1,500,000.00"
31,32,Apache Design Solutions Private Limited,"1,500,000.00"
32,33,Sakthi Auto Ancillary Private Limited,"1,400,000.00"
33,34,Sripathi Paper And Boards Private Limited,"1,400,000.00"
34,35,Salzer Electronics Limited,"1,300,000.00"
35,36,Premier Spg And Wvg Mills Private Limited,"1,300,000.00"
36,37,Magna Electro Castings Limited,"1,200,000.00"
37,38,Sri Kannapiran Mills Limited,"1,200,000.00"
38,39,Adwaith Lakshmi Industries Limited,"1,100,000.00"
39,40,Sundaram Finance Limited,"1,100,000.00"
40,41,Bridge & Roof Co (India) Ltd,"1,100,000.00"
41,42,Shanthi Gears Limited,"1,100,000.00"
42,43,Sakthi Finance Limited,"1,100,000.00"
43,44,Delhi Aviation Services Private Limited,"1,000,000.00"
44,45,Premier Mills Private Limited,"1,000,000.00"
45,46,Prathishta Weaving And Knitting Company Limited,"1,000,000.00"
46,47,The Karur Vysya Bank Limited,"700,000.00"
47,48,Lakshmi Caipo Industries Limited,"700,000.00"
48,49,Hirotec India Private Limited,"600,000.00"
49,50,Motilal Oswal Financial Services Limited,"600,000.00"
50,51,Shemaroo Entertainment Limited,"600,000.00"
51,52,Shanthi Feeds Private Limited,"500,000.00"
52,53,Premier Evolvics Private Limited,"500,000.00"
53,54,Omori India Private Limited,"500,000.00"
54,55,Kirtilal Kalidas Jewellers Private Limited,"500,000.00"
55,56,Klrf Limited,"400,000.00"
56,57,Deffree Engineering Private Limited,"400,000.00"
57,58,Flow Link Systems Private Limited,"400,000.00"
58,59,Sundaram Bnp Paribas Home Finance Limited,"300,000.00"
59,60,Equitas Holdings Limited,"300,000.00"
60,61,Parry Agro Industries Limited,"300,000.00"
61,62,Majesco Limited,"300,000.00"
62,63,Sree Narasimha Textiles Private Limited,"300,000.00"
63,64,C R I Amalgamations Private Limited,"200,000.00"
64,65,Ppfas Asset Management Private Limited,"100,000.00"
65,66,Kob Medical Textiles Private Limited,"100,000.00"
66,67,Dtcc Enterprise Services India Private Limited,"100,000.00"
67,68,Repco Home Finance Limited,"100,000.00"
68,69,Naargo Industries Private Limited,"100,000.00"
69,70,Prima Products Private Limited,"100,000.00"
70,71,United India Insurance Company Limited,0.00
71,72,Adurjee & Bros Private Limited,0.00
72,73,Coimbatore Polytex Private Limited,0.00
73,74,Peps Industries Private Limited,0.00
74,75,Sri Ranganathar Valves Private Limited,0.00
75,76,Messer Cutting Systems India Private Limited,0.00
76,77,Informatica Business Solutions Private Limited,0.00
77,78,Sg Wind Farm Private Limited,0.00
78,79,Orbinox India Private Limited,0.00
79,80,Express Newspapers Private Limited,0.00
80,81,Chandra Textiles Private Limited,0.00
81,82,Sri Sivajothi Spinning Mills Private Limited,0.00
82,83,Trident Pneumatics Private Limited,0.00
