,SNo.,company,amount
188,189,Trimble Information Technologies India Private Limited,"300,000.00"
189,190,Montecarlo Limited,"300,000.00"
190,191,Tradelink Exim (India) Private Limited,"300,000.00"
191,192,Informatica Business Solutions Private Limited,"300,000.00"
192,193,Vijay Tanks And Vessels Private Limited,"300,000.00"
193,194,Central Depository Services (India) Limited,"300,000.00"
194,195,India Index Services And Products Limited,"300,000.00"
195,196,Emerson Process Management Power And Water Solutions India Private Limited,"300,000.00"
196,197,Dalal And Broacha Stock Broking Private Limited,"200,000.00"
197,198,Hdfc Credila Financial Services Private Limited,"200,000.00"
198,199,Talbros Automotive Components Limited,"200,000.00"
199,200,Greensignal Bio Pharma Limited,"200,000.00"
200,201,Lennox India Technology Centre Private Limited,"200,000.00"
201,202,Precia Molen India Private Limited,"200,000.00"
202,203,Star Chemicals (Bombay) Private Limited,"200,000.00"
203,204,Equiniti India Private Limited,"200,000.00"
204,205,South East Constructions Company Private  Limited,"200,000.00"
205,206,Samalpatti Power Company Private Limited,"200,000.00"
206,207,Prodapt Solutions Private Limited,"200,000.00"
207,208,T P Roy Chowdhury & Co Private Limited,"200,000.00"
208,209,Pon Pure Chemical India Private Limited,"200,000.00"
209,210,The Peerless General Finance & Investment Co Ltd,"200,000.00"
210,211,Toyota Material Handling India Private Limited,"200,000.00"
211,212,Ingenico International India Private Limited,"200,000.00"
212,213,Gt Nexus Software Private Limited,"200,000.00"
213,214,Sbicap Trustee Company Limited,"200,000.00"
214,215,Glenworth Estate Limited,"200,000.00"
215,216,Ecl Puyvast (India) Private Limited,"200,000.00"
216,217,Matrix Business Services India Private Limited,"200,000.00"
217,218,Suparna Chemicals Limited,"100,000.00"
218,219,City Union Bank Limited,"100,000.00"
219,220,Nabard Financial Services Limited,"100,000.00"
220,221,Spincotech Private Limited,"100,000.00"
221,222,Christie'S India Private Limited,"100,000.00"
222,223,Aspire Systems (India) Private Limited,"100,000.00"
223,224,Begunia Projects Private Limited,"100,000.00"
224,225,Medall Healthcare Private Limited,"100,000.00"
225,226,Cetex Petrochemicals Limited,"100,000.00"
226,227,Poddar Pigments Limited,"100,000.00"
227,228,Cii Guardian International Limited,"100,000.00"
228,229,Frost And Sullivan (India) Private Limited,"100,000.00"
229,230,Curatio Health Care (I) Private Limited,"100,000.00"
230,231,Dtcc Enterprise Services India Private Limited,"100,000.00"
231,232,Hi Tech Arai Private Limited,"100,000.00"
232,233,Jcee Manufacturing And Services Private Limited,0.00
233,234,Trizetto Services India Private Limited,0.00
234,235,Ambigai Consultancy Services (India) Private Limited,0.00
235,236,Gp Petroleums Limited,0.00
236,237,National Trust Housing Finance Limited,0.00
237,238,Delphi Automotive Systems Private Limited,0.00
238,239,Trizetto India Private Limited,0.00
239,240,Peninsular Investments Private Limited,0.00
240,241,Armour Display Systems Private Limited,0.00
241,242,Comprehensive Investment & Finance Company Private Limited,0.00
242,243,Scl Tradelink And Services Limited,0.00
243,244,Pcr Investments Limited,0.00
244,245,Sanmar Consolidations Limited,0.00
245,246,Kotak Mahindra Old Mutual Life Insurance  Limited,0.00
246,247,Ivtl Infoview Technologies Private Limited,0.00
247,248,Star Health And Allied Insurance Company  Limited,0.00
248,249,Stargate Enterprises Private Limited,0.00
249,250,Barclays Investments & Loans (India) Limited.,0.00
250,251,Unifi Capital Private Limited,0.00
251,252,Bs & B Safety Systems (India) Limited,0.00
252,253,Guardian India Operations Private Limited,0.00
253,254,Shriram Financial Ventures (Chennai) Private Limited,0.00
254,255,Surin Automotive Private Limited,0.00
255,256,Oerlikon Balzers Coating India Private Limited,0.00
256,257,Merrill Technology Services India Private Limited,0.00
257,258,Indus Teqsite Private Limited,0.00
258,259,Vuram Technology Solutions Private Limited,0.00
259,260,Mangal Tirth Estate Limited,0.00
260,261,Minda Stoneridge Instruments Limited,0.00
261,262,Prashanth Fertility Research Centre Private Limited,0.00
262,263,Teachforce Education & Training Private Limited,0.00
263,264,Superfil Products Private Limited,0.00
264,265,Tex Biosciences Private Limited,0.00
265,266,Doosan Bobcat India Private Limited,0.00
266,267,Handy - Waterbase India Private Limited,0.00
267,268,Jagson Colorchem Limited,0.00
268,269,Tenneco Automotive India Private Limited,0.00
269,270,Leather Crafts (India) Private Limited,0.00
270,271,K.T.V. Oil Mills Private Limited,0.00
271,272,Sanmar Group International Limited,0.00
272,273,Valuesource Technologies Private Limited,0.00
273,274,Lotus Wireless Technologies India Private Limited,0.00
274,275,Coastal Rubber Equipment Private Limited,0.00
275,276,Superhouse Limited,0.00
276,277,Global Analytics India Private Limited,0.00
277,278,Switzer Instrument Limited,0.00
278,279,Carzonrent (India) Private Limited,0.00
279,280,Heat And Control (South Asia) Private Limited,0.00
280,281,Miramed Ajuba Solutions Private Limited,0.00
281,282,Techindia Infoway Private Limited,0.00
282,283,Rxmd Pharmaceutical Physicians Private Limited,0.00
283,284,Wisdom Housing And Properties Private Limited,0.00
284,285,Shree Mithai Private Limited,0.00
285,286,Eversendai Frontiers Private Limited,0.00
286,287,Axiscades Aerospace & Technologies Private Limited,0.00
