,SNo.,company,amount
0,1,Ginni Filaments Limited.,"4,600,000.00"
1,2,Ems Infracon Private Limited,"3,900,000.00"
2,3,Goodluck India Limited,"2,800,000.00"
3,4,Bio-Med Private Limited,"2,500,000.00"
4,5,Gripwel Fasteners Private Limited,"2,500,000.00"
5,6,Greenlam Industries Limited,"2,300,000.00"
6,7,Elin Electronics Ltd.,"2,000,000.00"
7,8,Ajay Industrial Corporation Limited.,"1,700,000.00"
8,9,Ghaziabad Precision Products Private Limited,"1,500,000.00"
9,10,Ultra International Limited,"1,200,000.00"
10,11,Sidharth Papers Private Limited,"1,000,000.00"
11,12,Leasemen Fin-Invest India Private Limited,"600,000.00"
12,13,Amrit Banaspati Company Limited,"400,000.00"
13,14,Smc Comtrade Limited,"300,000.00"
14,15,La Opala R G Limited,"100,000.00"
15,16,Rcc Developers Limited,0.00
16,17,Woodhill Infrastructure Limited.,0.00
17,18,Richa Fashion Private Limited,0.00
