,SNo.,company,amount
0,1,Noida Power Company Limited,"25,200,000.00"
1,2,Digital Radio (Delhi) Broadcasting Limited,"6,800,000.00"
2,3,Oscar Investments Limited,"5,000,000.00"
3,4,Axis Bank Limited,"4,400,000.00"
4,5,Indian Renewable Energy Development Agen Cy Limited,"3,900,000.00"
5,6,Globallogic Technologies Limited,"3,400,000.00"
6,7,Iqor India Services Private Limited,"2,700,000.00"
7,8,Globallogic India Limited,"1,900,000.00"
8,9,Ciria India Limited,"1,900,000.00"
9,10,Conax Access Systems Private Limited,"1,600,000.00"
10,11,Jaiprakash Power Ventures Limited,"1,400,000.00"
11,12,Cma Cgm Logistics Park (Dadri) Private Limited,"1,200,000.00"
12,13,Digital Radio (Kolkata) Broadcasting Limited,"900,000.00"
13,14,Sahasra Electronics Private Limited,"700,000.00"
14,15,G G S Information Services India Private  Limited,"400,000.00"
15,16,Tribal Fusion R&D; Private Limited,"300,000.00"
16,17,Emerson Process Management Power And Water Solutions India Private Limited,"300,000.00"
17,18,Ctm India Limited,"200,000.00"
18,19,Ace Hardware Private Limited,"200,000.00"
19,20,Lure Liquors Private Limited,0.00
20,21,Truesolutions Multiservices Private Limited,0.00
21,22,Bussan Auto Finance India Private Limited,0.00
22,23,Emvantage Payments Private Limited,0.00
23,24,Quality Needles Private Limited,0.00
24,25,Aptara New Media Private Limited,0.00
25,26,Dharmayug Investments Ltd,0.00
26,27,Aptara Learning Private Limited,0.00
27,28,Religare Enterprises Limited,0.00
28,29,New Era Dairy Engineers (India) Private Limited,0.00
29,30,Prayagraj Power Generation Company Limited,0.00
30,31,Kanti Bijlee Utpadan Nigam Limited,0.00
31,32,Sangam Power Generation Company Limited,0.00
32,33,Safenet India Private Limited,0.00
33,34,Frog Cellsat Limited,0.00
34,35,Sak Industries Private Ltd,0.00
35,36,Religare Housing Development Finance Corporation Limited,0.00
36,37,Sunborne Energy Gujarat One Private Limited,0.00
