,SNo.,company,amount
0,1,Northern Coalfields Limited,"4,500,000.00"
1,2,Indian Renewable Energy Development Agen Cy Limited,"3,900,000.00"
2,3,L H Sugar Factories Limited,"1,100,000.00"
3,4,Engineering Projects (India) Limited,"700,000.00"
