,SNo.,company,amount
0,1,Citicorp Finance (India) Limited,"23,400,000.00"
1,2,Power Grid Corporation Of India Limited,"13,100,000.00"
2,3,Ultimate Flexipack Limited,"3,500,000.00"
3,4,Indian Railway Finance Corporation Limited,"3,100,000.00"
4,5,Ubs Securities India Private Limited,"2,500,000.00"
5,6,K M Sugar Mills Limited,"2,100,000.00"
6,7,Northern Coalfields Limited,"2,000,000.00"
7,8,Ptc Industries Limited,"1,800,000.00"
8,9,V-Mart Retail Limited,"1,800,000.00"
9,10,Aryan Exporters Private Limited,"1,400,000.00"
10,11,Datavision Systems Private Limited,"1,000,000.00"
11,12,India Pesticides Limited.,"900,000.00"
12,13,Janalakshmi Financial Services Limited,"700,000.00"
13,14,Idbi Bank Limited,"400,000.00"
14,15,Encardio Rite Electronics Private Limited,"300,000.00"
15,16,Tribal Fusion R&D; Private Limited,"300,000.00"
16,17,Amar Ujala Publications Limited,"200,000.00"
17,18,Allied Nippon Ltd.,"200,000.00"
18,19,Eldeco Housing And Industries Limited,"100,000.00"
19,20,Adient India Private Limited,0.00
20,21,Sonata Finance Private Limited,0.00
21,22,Technical Associates Limited,0.00
22,23,Piccadily Holiday Resorts Limited,0.00
23,24,Arsha Infradevelopers Private Limited,0.00
