,SNo.,company,amount
0,1,Flextronics Technologies (India) Private  Limited,"6,100,000.00"
1,2,Bonfiglioli Transmissions Private Limited,"4,100,000.00"
2,3,Salcomp Manufacturing India Private Limited,"4,000,000.00"
3,4,Spicer India Private Limited,"3,100,000.00"
4,5,I M Gears Private Limited,"2,600,000.00"
5,6,Triumph International (India) Private Limited,"2,400,000.00"
6,7,Pharmazell (India) Private Limited,"1,900,000.00"
7,8,Stahl India Private Limited,"500,000.00"
8,9,Onehub (Chennai) Private Limited,"500,000.00"
9,10,Sun Pharmaceutical Industries Limited,"500,000.00"
10,11,Mahle Filter Systems (India) Private Limited,"400,000.00"
11,12,Hanon Automotive Systems India Private Limited,"300,000.00"
12,13,Lotte India Corporation Limited,"100,000.00"
13,14,Gestamp Automotive Chennai Private Limited,0.00
14,15,Chennai Radha Engineering Works Private Limited,0.00
15,16,Kotak Mahindra Bank Limited,0.00
