,SNo.,company,amount
0,1,Sbi Dfhi Limited,"13,400,000.00"
1,2,Birla Sun Life Insurance Company Limited,"12,400,000.00"
2,3,Loyal Textile Mills Limited,"6,300,000.00"
3,4,J.K. Fenner (India) Limited,"6,300,000.00"
4,5,Thiagarajar Mills Private Limited,"6,200,000.00"
5,6,Hi Tech Arai Private Limited,"5,700,000.00"
6,7,Vtm Limited,"2,500,000.00"
7,8,Bharat Re-Insurance Brokers Private Limited,"2,000,000.00"
8,9,John Deere India Private Limited,"1,800,000.00"
9,10,Edelweiss Financial Services Limited,"1,300,000.00"
10,11,Abhilash Chemicals And Pharmaceuticals Private Limited,"1,200,000.00"
11,12,Matrix India Entertainment Consultants Private Limited,"1,000,000.00"
12,13,Vadamalayan Hospitals Private Limited.,"1,000,000.00"
13,14,Penguin Apparels Private Limited,"600,000.00"
14,15,Vijay Tanks And Vessels Private Limited,"500,000.00"
15,16,Premas Biotech Private Limited,"500,000.00"
16,17,Technova Imaging Systems Private Limited,"200,000.00"
17,18,National Trust Housing Finance Limited,"100,000.00"
18,19,S.M.I.L.E. Microfinance Limited,"100,000.00"
19,20,Tvs Srichakra Limited,0.00
20,21,Jaya Krishna Flour Mills Private Limited,0.00
21,22,Bajaj Auto Limited.,0.00
