,SNo.,company,amount
0,1,Bharat Heavy Electricals Limited,"7,200,000.00"
1,2,Abi-Showatech (India) Limited,"6,300,000.00"
2,3,Althaf Shoes Private Limited,"5,000,000.00"
3,4,Thirumalai Chemicals Limited,"4,500,000.00"
4,5,Sqs India Bfsi Limited,"1,400,000.00"
5,6,Ansys Software Private Limited,"1,200,000.00"
6,7,Faiveley Transport Rail Technologies India Limited,"700,000.00"
7,8,Tamilnadu Urban Finance And Infrastructure Development Corporation Limited,"600,000.00"
8,9,Sundaram Industries Private Limited,"500,000.00"
9,10,Zinnov Management Consulting Private Limited,"200,000.00"
10,11,National Trust Housing Finance Limited,"100,000.00"
11,12,Sundaram Finance Limited,"100,000.00"
12,13,Ramco Industries Limited,0.00
13,14,Ultramarine & Pigments Limited,0.00
14,15,Florence Shoe Company Private Limited,0.00
