,SNo.,company,amount
0,1,Tafe Motors And Tractors Limited,"6,000,000.00"
1,2,Tinnelvelly Diocesan Trust Association,"4,700,000.00"
2,3,Tractors And Farm Equipment Limited.,"4,500,000.00"
3,4,Jyothimaan Beedi Company Private Limited,"2,900,000.00"
4,5,Amalgamations Private Limited,"2,800,000.00"
5,6,T Stanes And Company Limited,"1,500,000.00"
6,7,Nova Carbons India Private Limited,"1,200,000.00"
7,8,Addison & Co. Limited,"1,200,000.00"
8,9,George Oakes Limited,"1,000,000.00"
9,10,Seyad Home Industries Private Limited,"1,000,000.00"
10,11,Bimetal Bearings Limited,"1,000,000.00"
11,12,Sundaram Industries Private Limited,"800,000.00"
12,13,Atc Tires Private Limited,"700,000.00"
13,14,Tamilnadu Urban Finance And Infrastructure Development Corporation Limited,"600,000.00"
14,15,Tafe Access Limited,"500,000.00"
15,16,R G Bronze Mfg Company Private Limited,"300,000.00"
16,17,Christies India Private Limited,"300,000.00"
17,18,Curatio Health Care (I) Private Limited,"100,000.00"
18,19,Ramco Industries Limited,"100,000.00"
19,20,Chennai Radha Engineering Works Private Limited,0.00
