,SNo.,company,amount
0,1,Cholamandalam Investment And Finance Company Limited,"179,500,000.00"
1,2,Mrf Limited,"89,100,000.00"
2,3,Sundaram Finance Limited,"80,500,000.00"
3,4,Standard Chartered Global Business Services Private Limited,"74,100,000.00"
4,5,Sun Tv Network Limited,"50,500,000.00"
5,6,Danfoss Industries Private Limited,"50,300,000.00"
6,7,The New India Assurance Company Limited,"38,000,000.00"
7,8,Saint-Gobain India Private Limited,"35,500,000.00"
8,9,Hyundai Motor India Limited,"34,100,000.00"
9,10,Ppn Power Generating Company Private Limited,"33,200,000.00"
10,11,Tractors And Farm Equipment Limited.,"32,900,000.00"
11,12,Shriram Transport Finance Company Limited,"32,700,000.00"
12,13,Infosys Limited,"30,000,000.00"
13,14,Ntpc Tamil Nadu Energy Company Limited,"28,000,000.00"
14,15,Equitas Finance Limited,"20,600,000.00"
15,16,Tafe Motors And Tractors Limited,"20,000,000.00"
16,17,Bajaj Finance Limited,"20,000,000.00"
17,18,Inautix Technologies India Private Limited,"19,200,000.00"
18,19,Computer Age Management Services Private  Limited,"16,800,000.00"
19,20,Renault Nissan Technology & Business Centre India Private Limited,"15,300,000.00"
20,21,Cholamandalam Ms General Insurance Company Limited,"15,300,000.00"
21,22,Johnson Lifts Private Limited,"13,900,000.00"
22,23,Autotech Industries (India) Privatelimited,"12,600,000.00"
23,24,Tvs Logistics Services Limited,"12,500,000.00"
24,25,Idfc Limited,"12,200,000.00"
25,26,Grt Jewellers (India) Private Limited,"11,600,000.00"
26,27,Hatsun Agro Product Limited,"10,600,000.00"
27,28,Idbi Bank Limited,"10,300,000.00"
28,29,Bny Mellon International Operations (India) Private Limited,"10,100,000.00"
29,30,Laurus Labs Limited,"10,000,000.00"
30,31,Goldman Sachs Services Private Limited,"10,000,000.00"
31,32,Spi Technologies India Private Limited,"9,800,000.00"
32,33,Vestas Wind Technology India Private Limited,"9,300,000.00"
33,34,Indo-Mim Private Limited,"9,000,000.00"
34,35,Bayer Cropscience Limited,"8,900,000.00"
35,36,Hitachi Payment Services Private Limited,"8,800,000.00"
36,37,Royal Sundaram General Insurance Co. Limited,"8,200,000.00"
37,38,Acsys Investments Private Limited,"8,100,000.00"
38,39,Pentair Sanmar Limited,"8,000,000.00"
39,40,C.P.Aquaculture (India) Private Limited,"7,900,000.00"
40,41,Entertainment Network (India) Limited,"7,800,000.00"
41,42,Shriram City Union Finance Limited,"7,800,000.00"
42,43,Rane Trw Steering Systems Private Limited,"7,600,000.00"
43,44,Va Tech Wabag Limited,"7,600,000.00"
44,45,Qube Cinema Technologies Private Limited,"7,600,000.00"
45,46,Olympia Tech Park (Chennai) Private Limited,"7,500,000.00"
46,47,Xomox Sanmar Limited,"7,500,000.00"
47,48,Qualcomm India Private Limited,"7,400,000.00"
48,49,Hdb Financial Services Limited,"7,400,000.00"
49,50,South India Corpn Private Limited,"7,100,000.00"
50,51,Minda Sai Limited,"6,800,000.00"
51,52,Technip India Limited,"6,800,000.00"
52,53,Flsmidth Private Limited,"6,600,000.00"
53,54,Barclays Investments & Loans (India) Limited.,"6,500,000.00"
54,55,City Union Bank Limited,"6,400,000.00"
55,56,Bnp Paribas India Solutions Private Limited,"6,200,000.00"
56,57,Hexaware Technologies Limited,"6,200,000.00"
57,58,Seshasayee Paper And Boards Limited,"6,000,000.00"
58,59,Sqs India Bfsi Limited,"5,900,000.00"
59,60,Apollo Hospitals Enterprise Limited,"5,200,000.00"
60,61,Madras Christian College,"5,100,000.00"
61,62,Aparajitha Corporate Services Private Limited,"4,900,000.00"
62,63,Asirvad Micro Finance Private Limited,"4,900,000.00"
63,64,Kaleesuwari Refinery Private Limited,"4,800,000.00"
64,65,India Motor Parts & Accessories Limited,"4,800,000.00"
65,66,Metrohm India Limited,"4,600,000.00"
66,67,Tnq Books & Journals Private Limited,"4,500,000.00"
67,68,Wipro Ge Healthcare Private Limited,"4,400,000.00"
68,69,Chettinad Holdings Private Limited,"4,400,000.00"
69,70,Sbi Funds Management Private Limited,"4,400,000.00"
70,71,Equitas Micro Finance Limited,"4,300,000.00"
71,72,Mahindra Residential Developers Limited,"4,200,000.00"
72,73,Madras Engineering Industries Private Limited,"4,200,000.00"
73,74,Omega Healthcare Management Services Private Limited,"4,200,000.00"
74,75,Amnet Systems Private Limited,"4,200,000.00"
75,76,Ttk Prestige Limited,"4,000,000.00"
76,77,Wabco India Limited,"4,000,000.00"
77,78,Sundram Fasteners Limited,"3,900,000.00"
78,79,Anjana Software Solutions Private Limited,"3,900,000.00"
79,80,Htc Global Services (India) Private Limited,"3,800,000.00"
80,81,Wipro Limited,"3,800,000.00"
81,82,Oriental Hotels Limited,"3,700,000.00"
82,83,Symantec Software And Services India Private Limited,"3,600,000.00"
83,84,Alkem Laboratories Limited,"3,500,000.00"
84,85,C & M Digitals Private Limited,"3,500,000.00"
85,86,Aachi Masala Food'S Private Limited,"3,400,000.00"
86,87,Tagros Chemicals India Private Limited,"3,400,000.00"
87,88,Sourcehov India Private Limited,"3,300,000.00"
88,89,Khivraj Motors Private Limited,"3,200,000.00"
89,90,S.M.I.L.E. Microfinance Limited,"3,200,000.00"
90,91,Abi-Showatech (India) Limited,"3,100,000.00"
91,92,Mitsubishi Elevator India Private Limited,"3,000,000.00"
92,93,Delphi-Tvs Diesel Systems Limited,"3,000,000.00"
93,94,Easun - Mr Tapchangers Private Limited,"3,000,000.00"
94,95,Ttk Healthcare Limited,"3,000,000.00"
95,96,Unitedhealth Group Information Services Private Limited,"3,000,000.00"
96,97,Duroflex Private Limited,"2,900,000.00"
97,98,Murugappa Morgan Thermal Ceramics Ltd,"2,900,000.00"
98,99,Gmr Power Corporation Limited,"2,800,000.00"
99,100,Symrise Private Limited,"2,700,000.00"
100,101,Tamilnadu Fisheries Development Corporation Limited,"2,700,000.00"
101,102,Shriram Capital Limited,"2,600,000.00"
102,103,Hcl Technologies Limited,"2,600,000.00"
103,104,Leather Crafts (India) Private Limited,"2,600,000.00"
104,105,Sharekhan Limited,"2,500,000.00"
105,106,Temenos India Private Limited,"2,500,000.00"
106,107,Kotak Mahindra Bank Limited,"2,500,000.00"
107,108,Kaar Technologies India Private Limited,"2,500,000.00"
108,109,Poddar Pigments Limited,"2,500,000.00"
109,110,Amalgamations Private Limited,"2,500,000.00"
110,111,Blow Packaging (India) Private Limited,"2,400,000.00"
111,112,Doosan Power Systems India Private Limited,"2,400,000.00"
112,113,Cadensworth (India) Limited,"2,400,000.00"
113,114,Pricol Limited,"2,300,000.00"
114,115,Tata Aig General Insurance Company Limited,"2,300,000.00"
115,116,Associated Printers (Madras) Private Limited,"2,300,000.00"
116,117,Sri Krishna I-Tech And Management Solutions Private Limited,"2,300,000.00"
117,118,Tropical Agro System (India) Private Limited,"2,300,000.00"
118,119,Marubeni India Private Limited,"2,300,000.00"
119,120,Ozone Properties Private Limited,"2,300,000.00"
120,121,Marico Limited,"2,300,000.00"
121,122,Farida Shoes Private Limited,"2,300,000.00"
122,123,Indo- National Limited,"2,200,000.00"
123,124,Amar Prakaash Developerss Private Limited,"2,200,000.00"
124,125,Samalpatti Power Company Private Limited,"2,200,000.00"
125,126,Kal Cables Private Limited,"2,200,000.00"
126,127,Cisco Systems Capital (India) Private Limited,"2,200,000.00"
127,128,Annai Infra Developers Private Limited,"2,200,000.00"
128,129,Empee Distilleries Limited,"2,100,000.00"
129,130,Mfar Developers Private Limited,"2,100,000.00"
130,131,State Industries Promotion Corporation Of Tamilnadu Limited,"2,000,000.00"
131,132,Mahle Behr India Private Limited,"2,000,000.00"
132,133,Clearcorp Dealing Systems (India) Limited,"2,000,000.00"
