,SNo.,company,amount
0,1,Godfrey Phillips India Limited,"15,000,000.00"
1,2,Goodyear India Limited,"12,300,000.00"
2,3,Pnb Housing Finance Limited,"9,209,000.00"
3,4,Indian Oil Corpn. Limited,"4,600,000.00"
4,5,Select World Tours (India) Private Limited,"2,900,000.00"
5,6,Fena Private Limited,"2,400,000.00"
6,7,Fast Movers Logistics Private Limited,"1,480,000.00"
7,8,Sage Publications India Private Limited,"1,400,000.00"
8,9,Ba Call Centre India Private Limited,"1,300,000.00"
9,10,Compro Technologies Private Limited,"1,270,022.00"
10,11,Messe Frankfurt Trade Fairs India Private Limited,"1,120,000.00"
11,12,Intec Capital Limited,"1,100,416.00"
12,13,Aimil Limited,"1,100,000.00"
13,14,Mita India Private Limited,"1,000,000.00"
14,15,Span India Pvt Ltd,"938,500.00"
15,16,Daffodil Software Limited,"901,000.00"
16,17,Smart Cube India Private Limited,"900,000.00"
17,18,Ifci Venture Capital Funds Limited,"822,000.00"
18,19,Alliance Merchandising Company Private Limited,"800,000.00"
19,20,A2Z Filtration Specialities Private Limited,"751,800.00"
20,21,Pluto Software Private Limited,"701,900.00"
21,22,Micron Instruments Private Limited,"520,000.00"
22,23,Tourism Finance Corporation Of India Limited,"510,000.00"
23,24,Gravitie Knowledge Services Private Limited,"500,000.00"
24,25,Vireet Investments Private Limited,"480,000.00"
25,26,Ongc Tripura Power Company Limited,"301,840.00"
26,27,Chemical Systems Technologies (India) Private Limited,"297,000.00"
27,28,Formula Corporate Solutions India Private Limited,"270,100.00"
28,29,Med-El India Private Limited,"200,000.00"
29,30,Educational Initiatives Private Limited,"200,000.00"
30,31,Pooja Forge Limited,"200,000.00"
31,32,Lps Bossard Private Limited,"100,000.00"
32,33,Kalindi Farms Private Ltd,"97,800.00"
33,34,Crosseas Capital Services Private Limited,"90,000.00"
34,35,Mahalaxmi Polypack Private Limited,0.00
35,36,Boulevard Projects Private Limited,0.00
36,37,Teleecare Network India Private Limited,0.00
