,SNo.,company,amount
0,1,Bses Rajdhani Power Limited,"22,400,000.00"
1,2,Ambuja Neotia Holdings Private Limited,"11,300,000.00"
2,3,Wharton Engineers And Developers Pvt Ltd,"10,000,000.00"
3,4,Mapsko Builders Private Limited,"6,200,000.00"
4,5,Medi Plus (India) Limited,"2,200,000.00"
5,6,Om Telecom Logistics Private Limited,"2,000,000.00"
6,7,Csl Finance Limited,"1,850,000.00"
7,8,Basant Projects Limited,"1,500,000.00"
8,9,Agriculture Insurance Company Of India Limited,"1,400,000.00"
9,10,Carlson Hotels (South Asia) Private Limited,"1,082,267.00"
10,11,Ozone Metallics Private Limited,"1,000,000.00"
11,12,Taj Computer Solutions Private Limited,"727,165.00"
12,13,G4S Corporate Services (India) Private Limited,"589,400.00"
13,14,Nuvo Chryscapital Advisors Private Limited,"350,000.00"
14,15,Rajarhat It Park Limited,"300,000.00"
15,16,Mcgraw Hill Education (India) Private Limited,"200,000.00"
16,17,Lps Bossard Private Limited,"200,000.00"
17,18,Tourism Finance Corporation Of India Limited,"200,000.00"
18,19,Smart Cube India Private Limited,"100,000.00"
19,20,A R B Bearings Limited,"17,500.00"
20,21,Chemical Systems Technologies (India) Private Limited,"5,100.00"
21,22,Crocs India Private Limited,0.00
