,SNo.,company,amount
0,1,Container Corporation Of India Limited,"78,200,000.00"
1,2,Nidec Industrial Automation India Private Limited,"40,100,000.00"
2,3,Bharti Airtel Limited,"16,900,000.00"
3,4,Bfl Investments & Financial Consultants Private Limited,"14,075,000.00"
4,5,Vatika Limited,"13,400,000.00"
5,6,Entertainment Network (India) Limited,"12,300,000.00"
6,7,Apollo Trading And Finance Private Limited,"11,400,000.00"
7,8,Coal India Ltd Govt Of India Undertaking,"10,900,000.00"
8,9,Hindustan Thompson Associates Privatelimited,"10,900,000.00"
9,10,Zee Entertainment Enterprises Limited,"10,000,000.00"
10,11,Biba Apparels Private Limited,"8,700,000.00"
11,12,Ats Infrastructure Limited,"8,300,000.00"
12,13,Bayer Cropscience Limited,"7,900,000.00"
13,14,Intertek India Private Limited,"7,700,000.00"
14,15,Group M Media India Private Limited,"7,400,000.00"
15,16,Passionate Investment Management Private  Limited,"7,400,000.00"
16,17,Rites Limited,"7,200,000.00"
17,18,Bharat Electronics Limited,"6,500,000.00"
18,19,Metlife Global Operations Support Center  Private Limited,"6,400,000.00"
19,20,Oriflame India Private Limited,"6,000,000.00"
20,21,Reliance Industries Limited,"5,000,000.00"
21,22,Koso India Private Limited,"5,000,000.00"
22,23,Bt Global Communications India Private Limited,"4,900,000.00"
23,24,Best Seller United India Private Limited,"4,856,464.00"
24,25,Riviera Home Furnishings Private Limited,"4,700,000.00"
25,26,Triburg Consultants Private Limited,"4,700,000.00"
26,27,Sood And Sood Builders Private Limited,"4,100,000.00"
27,28,Ffv Services Private Limited,"4,000,000.00"
28,29,Johnson Matthey Chemicals India Private Limited,"4,000,000.00"
29,30,Hughes Communications India Limited,"3,800,000.00"
30,31,Indian Railway Finance Corporation Limited,"3,500,000.00"
31,32,Vlcc Personal Care Limited,"3,400,000.00"
32,33,Lars Medicare Private Limited,"3,300,000.00"
33,34,Indian Renewable Energy Development Agency Limited,"3,200,000.00"
34,35,Team Computers Private Limited,"3,100,000.00"
35,36,Metalman Auto Private Limited,"3,000,000.00"
36,37,Bajaj Auto Limited.,"3,000,000.00"
37,38,V 2 Tech Ventures Private Limited,"2,912,822.00"
38,39,Dlf Assets Private Limited,"2,600,000.00"
39,40,Jkm Infra Projects Limited,"2,600,000.00"
40,41,Knowledge Infrastructure Systems Private  Limited,"2,600,000.00"
41,42,Kei Industries Limited,"2,500,000.00"
42,43,S H Kelkar And Company Limited,"2,500,000.00"
43,44,Bp India Services Private Limited,"2,500,000.00"
44,45,Info Edge (India) Limited,"2,500,000.00"
45,46,The National Small Industries Corporation Limited,"2,401,000.00"
46,47,Emerson Process Management (India) Private Limited,"2,400,000.00"
47,48,Powerlinks Transmission Limited,"2,400,000.00"
48,49,Jsw Energy Limited,"2,109,000.00"
49,50,Matrix Cellular (International) Services  Limited,"2,100,000.00"
50,51,Alp Nishikawa Company Private Limited,"2,000,000.00"
51,52,Humboldt Wedag India Private Limited,"2,000,000.00"
52,53,Hdfc Venture Capital Limited,"2,000,000.00"
53,54,Raheja Developers Limited,"1,800,000.00"
54,55,Sandisk India Device Design Centre Private Limited,"1,800,000.00"
55,56,Sbi Capital Markets Limited,"1,800,000.00"
56,57,Beardsell Limited,"1,600,000.00"
57,58,Penam Laboratories Limited,"1,500,000.00"
58,59,Mcarbon Tech Innovation Private Limited,"1,500,000.00"
59,60,Dna Entertainment Networks Private Limited,"1,500,000.00"
60,61,Nv Realty Private Limited,"1,500,000.00"
61,62,Metro Medical Services Limited,"1,484,807.54"
62,63,Mobile2Win India Private Limited,"1,360,000.00"
63,64,Talbros Automotive Components Limited,"1,300,000.00"
64,65,Compro Technologies Private Limited,"1,270,022.00"
65,66,P S Atree And Co Private Limited,"1,214,400.00"
66,67,Green Infra Wind Energy Limited,"1,210,438.00"
67,68,Sage Publications India Private Limited,"1,200,000.00"
68,69,Excel Pack Private Limited,"1,200,000.00"
69,70,Matrix Publicities And Media Indiaprivate Limited,"1,200,000.00"
70,71,Sharmanji Yarns Private Limited,"1,100,000.00"
71,72,Best Roadways Limited,"1,100,000.00"
72,73,Prince Pipes And Fittings Private Limited,"1,100,000.00"
73,74,Industrial Investment Trust Limited,"1,100,000.00"
74,75,A R B Bearings Limited,"1,053,110.00"
75,76,Capital First Limited,"1,052,705.00"
76,77,Mobisoft Telesolutions Private Limited,"1,050,000.00"
77,78,Next Sourcing Services (India) Private Limited,"1,000,000.00"
78,79,Anand Divine Developers Private Limited,"1,000,000.00"
79,80,Krbl Limited,"1,000,000.00"
80,81,Dboi Global Services Private Limited,"1,000,000.00"
81,82,Fabindia Overseas Private Limited,"1,000,000.00"
82,83,Trident Limited,"1,000,000.00"
83,84,Interglobe Air Transport Limited,"1,000,000.00"
84,85,Elgi Equipments Limited,"1,000,000.00"
85,86,Srei Infrastructure Finance Limited,"1,000,000.00"
86,87,Svitzer Hazira Private Limited,"959,574.00"
87,88,United Drilling Tools Limited,"900,000.00"
88,89,Fluor Daniel India Private Limited,"800,000.00"
89,90,Omron Automotive Components India Private Limited.,"800,000.00"
90,91,Hotel Queen Road Private Limited.,"800,000.00"
91,92,Encompass Events Pvt. Ltd.,"800,000.00"
92,93,Karam Chand Thapar & Bros (Coal Sales ) Ltd,"800,000.00"
93,94,Bt E-Serv (India) Private Limited,"700,000.00"
94,95,Goa Carbon Limited,"700,000.00"
95,96,P.E.S.Engineers Pvt.Ltd.,"700,000.00"
96,97,Nirja Publishers & Printers Private Limited,"700,000.00"
97,98,Tnq Books & Journals Private Limited,"600,000.00"
98,99,Turner Morrison Ltd,"600,000.00"
99,100,Motilal Oswal Commodities Broker Private  Limited,"600,000.00"
100,101,Gayatrishakti Paper & Boards Limited,"600,000.00"
101,102,Charms India Private Limited,"586,185.00"
102,103,The Oriental Insurance Company Limited,"582,654.00"
103,104,Axis Bank Limited,"570,818.00"
104,105,Gharda Chemicals Limited,"500,000.00"
105,106,Gmmco Ltd,"500,000.00"
106,107,Amrit Bottlers Pvt Ltd,"500,000.00"
107,108,Sona Blw Precision Forgings Limited,"500,000.00"
108,109,Bengal Finance And Investment Private Limited,"500,000.00"
109,110,Green Infra Wind Energy Project Limited,"500,000.00"
110,111,Brindavan Agro Industries Private Limited Trs From Up To Delhi,"500,000.00"
111,112,Ansys Software Private Limited,"500,000.00"
112,113,Hitachi Payment Services Private Limited,"500,000.00"
113,114,Hb Portfolio Limited,"500,000.00"
114,115,The Boston Consulting Group (India) Private Limited,"500,000.00"
115,116,Tourism Finance Corporation Of India Limited,"490,000.00"
116,117,Sbicap Trustee Company Limited,"438,216.00"
117,118,Ace Hardware Private Limited,"414,050.00"
118,119,Kinetic Advertising India Private Limited,"402,091.00"
119,120,Grand Royale Enterprises Limited,"400,000.00"
