,SNo.,company,amount
0,1,J Mitra And Co Private Limited,"2,500,000.00"
1,2,Mashobra Resort Limited,"1,133,832.00"
2,3,Astha Projects (India ) Private Limited,"200,000.00"
3,4,Reliance Ventures Limited,"36,000.00"
