,SNo.,company,amount
0,1,Lic Housing Finance Ltd,"6,400,000.00"
1,2,Kama Realty (Delhi) Limited,"500,000.00"
2,3,Amar Ujala Publications Limited,"200,000.00"
3,4,Dcb Bank Limited,"100,000.00"
