,SNo.,company,amount
0,1,Ajanta Soya Limited (Transfer From Delhi  To Rajasthan),"500,000.00"
1,2,Riviera Home Furnishings Private Limited,"100,000.00"
2,3,Genus Electrotech Limited,"100,000.00"
3,4,Kapoor Industries Limited.,0.00
