,SNo.,company,amount
0,1,Jbm Auto Limited,"5,800,000.00"
1,2,Martin And Harris Laboratories Limited,"4,500,000.00"
2,3,Delta Power Solutions India Private Limited,"3,700,000.00"
3,4,Federal-Mogul Tpr (India) Limited,"2,800,000.00"
4,5,Qrg Enterprises Limited.,"2,700,000.00"
5,6,Mercer Consulting (India) Private Limited,"2,500,000.00"
6,7,Agriculture Insurance Company Of India Limited,"2,000,000.00"
7,8,Pnb Housing Finance Limited,"1,700,000.00"
8,9,Volkswagen Finance Private Limited,"1,600,000.00"
9,10,Sanden Vikas (India) Private Limited,"1,500,000.00"
10,11,Srs Finance Limited.,"1,400,000.00"
11,12,Gkn Driveline (India) Limited,"1,400,000.00"
12,13,Plasser (India) Private Limited,"1,200,000.00"
13,14,Picl (India) Private Limited,"1,100,000.00"
14,15,Super Auto India Limited,"1,100,000.00"
15,16,Srs Real Infrastructure Limited,"1,000,000.00"
16,17,Kotak Mahindra Bank Limited,"1,000,000.00"
17,18,Hindustan Syringes And Medical Devices Limited,"900,000.00"
18,19,Tourism Finance Corporation Of India Limited,"700,000.00"
19,20,Hil Limited,"600,000.00"
20,21,Talbros Engineering Limited,"500,000.00"
21,22,Ramco Steels Private Limited,"400,000.00"
22,23,Ifci Venture Capital Funds Limited,"300,000.00"
23,24,Golden Agri Resources (India) Private Limited,"200,000.00"
24,25,Federal-Mogul Powertrain Solutions India  Private Limited,"100,000.00"
25,26,Gujarat Enviro-Protection And Infrastructure(Haryana) Private Limited,0.00
26,27,Dci India Private Limited,0.00
27,28,Vee Gee Industrial Enterprises Private Limited,0.00
28,29,Sterling Automobiles Private Limited,0.00
29,30,Star Wire (India) Limited,0.00
30,31,Joneja Bright Steels Private Limited,0.00
31,32,Dee Development Engineers Limited,0.00
32,33,Century Metal Recycling Private Limited.,0.00
33,34,Greendot Health Foods Private Limited,0.00
34,35,Hemla Embroidery Mills Pvt Ltd,0.00
35,36,Iic Technologies Limited,0.00
