,SNo.,company,amount
0,1,Indian Oil Corpn. Limited,"80,700,000.00"
1,2,Apeejay Tea Limited,"2,000,000.00"
2,3,Digboi Carbon Private Limited,"1,923,645.00"
3,4,North Eastern Development Finance Corporation Limited,"414,000.00"
4,5,Rossell India Limited,"359,000.00"
